gene_id,gene_length,GC_length,GC_prop
ENSAMXG00000009906,603,359,0.595356551
ENSAMXG00000009907,1407,803,0.570717839
ENSAMXG00000009908,4305,2402,0.557955865
ENSAMXG00000009909,906,439,0.484547461
ENSAMXG00000009910,2004,1141,0.569361277
ENSAMXG00000009911,1404,673,0.479344729
ENSAMXG00000009912,1314,655,0.49847793
ENSAMXG00000009913,3321,1353,0.407407407
ENSAMXG00000009914,1584,842,0.531565657
ENSAMXG00000009915,387,191,0.493540052
ENSAMXG00000009916,3777,2098,0.555467302
ENSAMXG00000009917,399,185,0.463659148
ENSAMXG00000009918,933,521,0.558413719
ENSAMXG00000009919,1251,647,0.517186251
ENSAMXG00000009920,909,477,0.524752475
ENSAMXG00000009921,2379,1283,0.539302228
ENSAMXG00000009922,585,257,0.439316239
ENSAMXG00000009923,1698,910,0.535924617
ENSAMXG00000009924,5424,2829,0.521570796
ENSAMXG00000009925,1707,855,0.500878735
ENSAMXG00000009926,1359,742,0.545989698
ENSAMXG00000009927,462,231,0.5
ENSAMXG00000009928,333,168,0.504504505
ENSAMXG00000009929,1089,661,0.60697888
ENSAMXG00000009930,1347,751,0.557535264
ENSAMXG00000009931,411,204,0.496350365
ENSAMXG00000009932,2223,1154,0.519118309
ENSAMXG00000009933,2310,1153,0.499134199
ENSAMXG00000009934,675,295,0.437037037
ENSAMXG00000009935,606,310,0.511551155
ENSAMXG00000009936,633,311,0.491311216
ENSAMXG00000009937,354,183,0.516949153
ENSAMXG00000009938,5406,2938,0.543470218
ENSAMXG00000009939,879,461,0.524459613
ENSAMXG00000009940,1512,676,0.447089947
ENSAMXG00000009941,2364,1401,0.592639594
ENSAMXG00000009942,282,148,0.524822695
ENSAMXG00000009943,3171,1630,0.514033428
ENSAMXG00000009944,2904,1333,0.459022039
ENSAMXG00000009945,1776,953,0.536599099
ENSAMXG00000009946,582,298,0.512027491
ENSAMXG00000009947,5511,2850,0.517147523
ENSAMXG00000009948,1107,545,0.49232159
ENSAMXG00000009949,417,216,0.517985612
ENSAMXG00000009950,1512,686,0.453703704
ENSAMXG00000009951,1371,731,0.533187454
ENSAMXG00000009952,1503,723,0.481037924
ENSAMXG00000009953,699,370,0.529327611
ENSAMXG00000009954,5637,3020,0.535745964
ENSAMXG00000009955,2058,1230,0.597667638
ENSAMXG00000009956,333,165,0.495495495
ENSAMXG00000009957,303,142,0.468646865
ENSAMXG00000009958,7260,3709,0.510881543
ENSAMXG00000009959,1767,915,0.517826825
ENSAMXG00000009960,264,135,0.511363636
ENSAMXG00000009961,1938,1188,0.613003096
ENSAMXG00000009962,432,205,0.474537037
ENSAMXG00000009963,3402,2049,0.602292769
ENSAMXG00000009964,252,136,0.53968254
ENSAMXG00000009965,783,328,0.41890166
ENSAMXG00000009966,429,222,0.517482517
ENSAMXG00000009967,1947,1074,0.551617874
ENSAMXG00000009968,891,438,0.491582492
ENSAMXG00000009969,1188,612,0.515151515
ENSAMXG00000009970,4080,2224,0.545098039
ENSAMXG00000009971,1857,978,0.526655897
ENSAMXG00000009972,1152,616,0.534722222
ENSAMXG00000009973,1020,551,0.540196078
ENSAMXG00000009974,3393,1851,0.545534925
ENSAMXG00000009975,1941,851,0.438433797
ENSAMXG00000009976,1077,577,0.535747447
ENSAMXG00000009977,276,150,0.543478261
ENSAMXG00000009978,723,376,0.520055325
ENSAMXG00000009979,2298,1176,0.511749347
ENSAMXG00000009980,1044,527,0.504789272
ENSAMXG00000009981,357,214,0.599439776
ENSAMXG00000009982,927,522,0.563106796
ENSAMXG00000009983,1437,731,0.508698678
ENSAMXG00000009984,1674,828,0.494623656
ENSAMXG00000009985,1278,612,0.478873239
ENSAMXG00000009986,441,209,0.473922902
ENSAMXG00000009987,972,443,0.455761317
ENSAMXG00000009988,1413,739,0.523000708
ENSAMXG00000009989,1647,809,0.491196114
ENSAMXG00000009990,2142,1422,0.663865546
ENSAMXG00000009991,939,521,0.55484558
ENSAMXG00000009992,1110,603,0.543243243
ENSAMXG00000009993,555,280,0.504504505
ENSAMXG00000009994,8862,4654,0.52516362
ENSAMXG00000009995,4905,2601,0.530275229
ENSAMXG00000009996,828,415,0.501207729
ENSAMXG00000009997,1110,555,0.5
ENSAMXG00000009998,900,483,0.536666667
ENSAMXG00000009999,744,364,0.489247312
ENSAMXG00000010000,8361,4631,0.553881115
ENSAMXG00000010001,3348,1794,0.535842294
ENSAMXG00000010002,3264,1668,0.511029412
ENSAMXG00000010003,1155,563,0.487445887
ENSAMXG00000010004,2706,1523,0.562823356
ENSAMXG00000010005,2091,922,0.440937351
ENSAMXG00000010006,765,369,0.482352941
ENSAMXG00000010007,363,174,0.479338843
ENSAMXG00000010008,576,285,0.494791667
ENSAMXG00000010009,930,468,0.503225806
ENSAMXG00000010010,1479,712,0.481406356
ENSAMXG00000010011,2253,1037,0.460275189
ENSAMXG00000010012,663,296,0.446455505
ENSAMXG00000010013,1059,567,0.535410765
ENSAMXG00000010014,6921,3086,0.445889322
ENSAMXG00000010015,1050,569,0.541904762
ENSAMXG00000010016,1605,798,0.497196262
ENSAMXG00000010017,1524,750,0.492125984
ENSAMXG00000010018,702,354,0.504273504
ENSAMXG00000010019,6657,2829,0.424966201
ENSAMXG00000010020,378,160,0.423280423
ENSAMXG00000010021,1563,744,0.476007678
ENSAMXG00000010022,540,244,0.451851852
ENSAMXG00000010023,3075,1472,0.478699187
ENSAMXG00000010024,486,253,0.520576132
ENSAMXG00000010025,693,341,0.492063492
ENSAMXG00000010026,387,159,0.410852713
ENSAMXG00000010027,5598,2797,0.49964273
ENSAMXG00000010028,1248,658,0.52724359
ENSAMXG00000010029,4815,2094,0.434890966
ENSAMXG00000010030,4299,2086,0.485229123
ENSAMXG00000010031,576,203,0.352430556
ENSAMXG00000010032,2217,1214,0.547586829
ENSAMXG00000010033,936,659,0.704059829
ENSAMXG00000010034,591,312,0.527918782
ENSAMXG00000010035,1212,546,0.45049505
ENSAMXG00000010036,2445,1075,0.439672802
ENSAMXG00000010037,4161,2225,0.534727229
ENSAMXG00000010038,2994,1312,0.438209753
ENSAMXG00000010039,3567,1922,0.538828147
ENSAMXG00000010040,831,381,0.458483755
ENSAMXG00000010041,1569,824,0.525175271
ENSAMXG00000010042,1095,560,0.511415525
ENSAMXG00000010043,732,380,0.519125683
ENSAMXG00000010044,924,516,0.558441558
ENSAMXG00000010045,429,226,0.526806527
ENSAMXG00000010046,435,214,0.491954023
ENSAMXG00000010047,528,284,0.537878788
ENSAMXG00000010048,735,346,0.470748299
ENSAMXG00000010049,1827,866,0.474001095
ENSAMXG00000010050,2985,1252,0.419430486
ENSAMXG00000010051,1206,573,0.475124378
ENSAMXG00000010052,552,238,0.43115942
ENSAMXG00000010053,3375,1733,0.513481481
ENSAMXG00000010054,1872,969,0.517628205
ENSAMXG00000010055,831,462,0.555956679
ENSAMXG00000010056,1050,518,0.493333333
ENSAMXG00000010057,624,335,0.536858974
ENSAMXG00000010058,3189,1328,0.416431483
ENSAMXG00000010059,2034,1090,0.535889872
ENSAMXG00000010060,1665,856,0.514114114
ENSAMXG00000010061,3255,1608,0.494009217
ENSAMXG00000010062,1125,554,0.492444444
ENSAMXG00000010063,606,320,0.528052805
ENSAMXG00000010064,942,456,0.484076433
ENSAMXG00000010065,4764,2661,0.558564232
ENSAMXG00000010066,4230,2071,0.489598109
ENSAMXG00000010067,1479,780,0.527383367
ENSAMXG00000010068,309,135,0.436893204
ENSAMXG00000010069,4011,2080,0.518573922
ENSAMXG00000010070,885,385,0.435028249
ENSAMXG00000010071,2136,1060,0.496254682
ENSAMXG00000010072,1053,581,0.551756885
ENSAMXG00000010073,2004,802,0.400199601
ENSAMXG00000010074,2103,975,0.463623395
ENSAMXG00000010075,927,474,0.511326861
ENSAMXG00000010076,2928,1569,0.535860656
ENSAMXG00000010077,2394,1188,0.496240602
ENSAMXG00000010078,3042,1326,0.435897436
ENSAMXG00000010079,1194,638,0.534338358
ENSAMXG00000010080,1947,1034,0.531073446
ENSAMXG00000010081,1302,715,0.549155146
ENSAMXG00000010082,1383,708,0.511930586
ENSAMXG00000010083,1377,876,0.636165577
ENSAMXG00000010084,483,271,0.561076605
ENSAMXG00000010085,486,255,0.524691358
ENSAMXG00000010086,1464,725,0.495218579
ENSAMXG00000010087,2196,1146,0.521857923
ENSAMXG00000010088,2001,1149,0.574212894
ENSAMXG00000010089,1977,984,0.497723824
ENSAMXG00000010090,2943,1296,0.440366972
ENSAMXG00000010091,5706,2606,0.456712233
ENSAMXG00000010092,3480,1769,0.508333333
ENSAMXG00000010093,2796,1547,0.553290415
ENSAMXG00000010094,2592,1374,0.530092593
ENSAMXG00000010095,399,227,0.568922306
ENSAMXG00000010096,4764,2035,0.427162049
ENSAMXG00000010097,8532,4258,0.499062353
ENSAMXG00000010098,4662,2286,0.49034749
ENSAMXG00000010099,1005,505,0.502487562
ENSAMXG00000010100,1455,699,0.480412371
ENSAMXG00000010101,885,391,0.44180791
ENSAMXG00000010102,1488,847,0.56922043
ENSAMXG00000010103,1830,1006,0.549726776
ENSAMXG00000010104,4920,2231,0.453455285
ENSAMXG00000010105,426,198,0.464788732
ENSAMXG00000010106,921,509,0.552660152
ENSAMXG00000010107,1446,756,0.522821577
ENSAMXG00000010108,966,475,0.491718427
ENSAMXG00000010109,2217,1171,0.528191249
ENSAMXG00000010110,2517,1293,0.513706794
ENSAMXG00000010111,2031,1126,0.554406696
ENSAMXG00000010112,699,384,0.549356223
ENSAMXG00000010113,1797,699,0.388981636
ENSAMXG00000010114,2142,1147,0.535480859
ENSAMXG00000010115,8976,5153,0.574086453
ENSAMXG00000010116,1011,471,0.465875371
ENSAMXG00000010117,1416,740,0.52259887
ENSAMXG00000010118,1083,521,0.481071099
ENSAMXG00000010119,3600,2104,0.584444444
ENSAMXG00000010120,1509,747,0.495029821
ENSAMXG00000010121,432,187,0.43287037
ENSAMXG00000010122,1830,1018,0.556284153
ENSAMXG00000010123,1122,602,0.536541889
ENSAMXG00000010124,2469,999,0.404617254
ENSAMXG00000010125,1572,838,0.53307888
ENSAMXG00000010126,1413,713,0.504600142
ENSAMXG00000010127,453,204,0.450331126
ENSAMXG00000010128,480,188,0.391666667
ENSAMXG00000010129,1281,726,0.566744731
ENSAMXG00000010130,399,186,0.466165414
ENSAMXG00000010131,1134,546,0.481481481
ENSAMXG00000010132,381,163,0.427821522
ENSAMXG00000010133,645,340,0.527131783
ENSAMXG00000010134,3408,1735,0.509096244
ENSAMXG00000010135,1605,635,0.395638629
ENSAMXG00000010136,270,134,0.496296296
ENSAMXG00000010137,2682,1337,0.498508576
ENSAMXG00000010138,2655,1257,0.473446328
ENSAMXG00000010139,678,324,0.477876106
ENSAMXG00000010140,327,146,0.44648318
ENSAMXG00000010141,1107,567,0.512195122
ENSAMXG00000010142,795,344,0.432704403
ENSAMXG00000010143,1185,557,0.470042194
ENSAMXG00000010144,1845,1035,0.56097561
ENSAMXG00000010145,531,257,0.483992467
ENSAMXG00000010146,813,387,0.47601476
ENSAMXG00000010147,5832,3059,0.52451989
ENSAMXG00000010148,2472,1345,0.544093851
ENSAMXG00000010149,552,331,0.599637681
ENSAMXG00000010150,2061,855,0.414847162
ENSAMXG00000010151,768,462,0.6015625
ENSAMXG00000010152,6165,3258,0.528467153
ENSAMXG00000010153,708,377,0.532485876
ENSAMXG00000010154,993,570,0.574018127
ENSAMXG00000010155,963,467,0.484942887
ENSAMXG00000010156,402,194,0.482587065
ENSAMXG00000010157,1947,1031,0.529532614
ENSAMXG00000010158,2316,1156,0.499136442
ENSAMXG00000010159,501,258,0.51497006
ENSAMXG00000010160,1005,521,0.51840796
ENSAMXG00000010161,681,390,0.572687225
ENSAMXG00000010162,3489,1852,0.530811121
ENSAMXG00000010163,591,264,0.446700508
ENSAMXG00000010164,363,175,0.482093664
ENSAMXG00000010165,855,443,0.518128655
ENSAMXG00000010166,237,121,0.510548523
ENSAMXG00000010167,498,242,0.485943775
ENSAMXG00000010168,483,202,0.418219462
ENSAMXG00000010169,1989,1163,0.584715938
ENSAMXG00000010170,462,293,0.634199134
ENSAMXG00000010171,2670,1501,0.562172285
ENSAMXG00000010172,1779,897,0.504215852
ENSAMXG00000010173,1452,722,0.497245179
ENSAMXG00000010174,1020,523,0.512745098
ENSAMXG00000010175,1941,974,0.501803194
ENSAMXG00000010176,3780,1971,0.521428571
ENSAMXG00000010177,3456,1859,0.537905093
ENSAMXG00000010178,2670,1319,0.494007491
ENSAMXG00000010179,1059,525,0.495750708
ENSAMXG00000010180,1185,541,0.456540084
ENSAMXG00000010181,3051,1497,0.4906588
ENSAMXG00000010182,2724,1522,0.558737151
ENSAMXG00000010183,2697,1500,0.556173526
ENSAMXG00000010184,1698,923,0.543580683
ENSAMXG00000010185,864,415,0.480324074
ENSAMXG00000010186,675,307,0.454814815
ENSAMXG00000010187,1899,1032,0.543443918
ENSAMXG00000010188,525,258,0.491428571
ENSAMXG00000010189,351,181,0.515669516
ENSAMXG00000010190,1770,889,0.502259887
ENSAMXG00000010191,1074,527,0.490689013
ENSAMXG00000010192,1011,547,0.541048467
ENSAMXG00000010193,1044,535,0.512452107
ENSAMXG00000010194,3777,1800,0.476568705
ENSAMXG00000010195,930,475,0.510752688
ENSAMXG00000010196,792,446,0.563131313
ENSAMXG00000010197,1623,870,0.536044362
ENSAMXG00000010198,1815,886,0.48815427
ENSAMXG00000010199,2049,1145,0.558809175
ENSAMXG00000010200,555,296,0.533333333
ENSAMXG00000010201,630,280,0.444444444
ENSAMXG00000010202,933,484,0.518756699
ENSAMXG00000010203,660,295,0.446969697
ENSAMXG00000010204,2532,1144,0.451816746
ENSAMXG00000010205,1002,391,0.390219561
ENSAMXG00000010206,1815,962,0.530027548
ENSAMXG00000010207,1257,636,0.505966587
ENSAMXG00000010208,891,553,0.620650954
ENSAMXG00000010209,4908,2201,0.448451508
ENSAMXG00000010210,3387,1669,0.49276646
ENSAMXG00000010211,2889,1508,0.521979924
ENSAMXG00000010212,981,615,0.626911315
ENSAMXG00000010213,1053,548,0.520417854
ENSAMXG00000010214,2292,1153,0.503054101
ENSAMXG00000010215,2400,1441,0.600416667
ENSAMXG00000010216,1449,807,0.556935818
ENSAMXG00000010217,2766,1408,0.509038322
ENSAMXG00000010218,429,229,0.533799534
ENSAMXG00000010219,855,407,0.476023392
ENSAMXG00000010220,7605,3710,0.487836949
ENSAMXG00000010221,1254,609,0.485645933
ENSAMXG00000010222,504,252,0.5
ENSAMXG00000010223,396,192,0.484848485
ENSAMXG00000010224,387,193,0.49870801
ENSAMXG00000010225,585,308,0.526495726
ENSAMXG00000010226,633,356,0.562401264
ENSAMXG00000010227,1083,566,0.522622345
ENSAMXG00000010228,1095,498,0.454794521
ENSAMXG00000010229,762,431,0.565616798
ENSAMXG00000010230,291,135,0.463917526
ENSAMXG00000010231,384,202,0.526041667
ENSAMXG00000010232,882,418,0.473922902
ENSAMXG00000010233,882,427,0.484126984
ENSAMXG00000010234,339,165,0.486725664
ENSAMXG00000010235,5301,2600,0.490473496
ENSAMXG00000010236,2220,1066,0.48018018
ENSAMXG00000010237,699,344,0.492131617
ENSAMXG00000010238,1827,900,0.492610837
ENSAMXG00000010239,372,154,0.413978495
ENSAMXG00000010240,1185,704,0.594092827
ENSAMXG00000010241,231,108,0.467532468
ENSAMXG00000010242,1767,923,0.522354273
ENSAMXG00000010243,1662,786,0.472924188
ENSAMXG00000010244,2175,1119,0.514482759
ENSAMXG00000010245,1056,593,0.56155303
ENSAMXG00000010246,2619,1195,0.456281023
ENSAMXG00000010247,780,382,0.48974359
ENSAMXG00000010248,12222,5859,0.479381443
ENSAMXG00000010249,1611,865,0.536933582
ENSAMXG00000010250,789,412,0.522179975
ENSAMXG00000010251,1716,846,0.493006993
ENSAMXG00000010252,930,452,0.486021505
ENSAMXG00000010253,1029,525,0.510204082
ENSAMXG00000010254,1110,598,0.538738739
ENSAMXG00000010255,681,376,0.552129222
ENSAMXG00000010256,7089,3806,0.536888137
ENSAMXG00000010257,1242,648,0.52173913
ENSAMXG00000010258,870,436,0.501149425
ENSAMXG00000010259,2232,1107,0.495967742
ENSAMXG00000010260,741,415,0.560053981
ENSAMXG00000010261,2337,1127,0.482242191
ENSAMXG00000010262,786,353,0.449109415
ENSAMXG00000010263,720,316,0.438888889
ENSAMXG00000010264,774,356,0.45994832
ENSAMXG00000010265,1860,882,0.474193548
ENSAMXG00000010266,2301,1149,0.49934811
ENSAMXG00000010267,813,368,0.452644526
ENSAMXG00000010268,660,339,0.513636364
ENSAMXG00000010269,978,378,0.386503067
ENSAMXG00000010270,2586,1518,0.587006961
ENSAMXG00000010271,954,349,0.365828092
ENSAMXG00000010272,7506,4069,0.542099654
ENSAMXG00000010273,1770,693,0.391525424
ENSAMXG00000010274,630,288,0.457142857
ENSAMXG00000010275,1092,439,0.402014652
ENSAMXG00000010276,996,575,0.577309237
ENSAMXG00000010277,1533,780,0.508806262
ENSAMXG00000010278,552,323,0.585144928
ENSAMXG00000010279,1836,993,0.540849673
ENSAMXG00000010280,2070,1128,0.544927536
ENSAMXG00000010281,3129,1739,0.555768616
ENSAMXG00000010282,1239,563,0.454398709
ENSAMXG00000010283,1491,747,0.501006036
ENSAMXG00000010284,858,448,0.522144522
ENSAMXG00000010285,396,212,0.535353535
ENSAMXG00000010286,1758,997,0.567121729
ENSAMXG00000010287,3144,1317,0.41889313
ENSAMXG00000010288,2079,1045,0.502645503
ENSAMXG00000010289,6654,3630,0.545536519
ENSAMXG00000010290,645,277,0.429457364
ENSAMXG00000010291,1143,591,0.517060367
ENSAMXG00000010292,9576,5121,0.534774436
ENSAMXG00000010293,558,278,0.498207885
ENSAMXG00000010294,1611,807,0.500931099
ENSAMXG00000010295,2739,1373,0.501277839
ENSAMXG00000010296,1707,1004,0.588166374
ENSAMXG00000010297,1485,798,0.537373737
ENSAMXG00000010298,1695,864,0.509734513
ENSAMXG00000010299,798,431,0.540100251
ENSAMXG00000010300,3375,1977,0.585777778
ENSAMXG00000010301,4488,2213,0.493092692
ENSAMXG00000010302,1260,705,0.55952381
ENSAMXG00000010303,1074,514,0.47858473
ENSAMXG00000010304,1347,674,0.500371195
ENSAMXG00000010305,5538,2631,0.475081257
ENSAMXG00000010306,3351,1649,0.492091913
ENSAMXG00000010307,1137,562,0.494283201
ENSAMXG00000010308,558,273,0.489247312
ENSAMXG00000010309,2121,1074,0.506364922
ENSAMXG00000010310,258,131,0.507751938
ENSAMXG00000010311,594,310,0.521885522
ENSAMXG00000010312,1158,644,0.556131261
ENSAMXG00000010313,921,424,0.460369164
ENSAMXG00000010314,708,416,0.587570621
ENSAMXG00000010315,609,294,0.482758621
ENSAMXG00000010316,3735,1962,0.525301205
ENSAMXG00000010317,1116,570,0.510752688
ENSAMXG00000010318,2625,1439,0.548190476
ENSAMXG00000010319,348,157,0.451149425
ENSAMXG00000010320,936,471,0.503205128
ENSAMXG00000010321,441,246,0.557823129
ENSAMXG00000010322,438,241,0.550228311
ENSAMXG00000010323,258,134,0.519379845
ENSAMXG00000010324,1869,985,0.527019797
ENSAMXG00000010325,3864,1993,0.515786749
ENSAMXG00000010326,2346,1152,0.491048593
ENSAMXG00000010327,2985,1754,0.58760469
ENSAMXG00000010328,12972,6676,0.514646932
ENSAMXG00000010329,2469,1084,0.439044147
ENSAMXG00000010330,1893,929,0.490755415
ENSAMXG00000010331,441,223,0.505668934
ENSAMXG00000010332,411,229,0.557177616
ENSAMXG00000010333,2301,1302,0.565840939
ENSAMXG00000010334,591,293,0.495769882
ENSAMXG00000010335,1893,1071,0.565768621
ENSAMXG00000010336,1107,625,0.564588979
ENSAMXG00000010337,3258,1800,0.552486188
ENSAMXG00000010338,1446,769,0.531811895
ENSAMXG00000010339,597,292,0.489112228
ENSAMXG00000010340,1011,473,0.46785361
ENSAMXG00000010341,1365,747,0.547252747
ENSAMXG00000010342,1914,1075,0.561650993
ENSAMXG00000010343,2001,1082,0.540729635
ENSAMXG00000010344,1371,692,0.504741065
ENSAMXG00000010345,1266,795,0.627962085
ENSAMXG00000010346,1491,877,0.588195842
ENSAMXG00000010347,2625,1362,0.518857143
ENSAMXG00000010348,945,444,0.46984127
ENSAMXG00000010349,2475,1353,0.546666667
ENSAMXG00000010350,2421,1279,0.528294093
ENSAMXG00000010351,2448,1285,0.524918301
ENSAMXG00000010352,2586,1244,0.481051817
ENSAMXG00000010353,1560,805,0.516025641
ENSAMXG00000010354,741,392,0.529014845
ENSAMXG00000010355,2439,1324,0.542845428
ENSAMXG00000010356,1107,619,0.559168925
ENSAMXG00000010357,1539,713,0.463287849
ENSAMXG00000010358,597,331,0.554438861
ENSAMXG00000010359,1620,877,0.541358025
ENSAMXG00000010360,1185,594,0.501265823
ENSAMXG00000010361,384,181,0.471354167
ENSAMXG00000010362,696,375,0.538793103
ENSAMXG00000010363,1242,640,0.515297907
ENSAMXG00000010364,585,337,0.576068376
ENSAMXG00000010365,462,215,0.465367965
ENSAMXG00000010366,261,121,0.463601533
ENSAMXG00000010367,990,544,0.549494949
ENSAMXG00000010368,2271,1122,0.494055482
ENSAMXG00000010369,2217,1273,0.574199369
ENSAMXG00000010370,1986,1126,0.566968781
ENSAMXG00000010371,765,331,0.432679739
ENSAMXG00000010372,1365,641,0.46959707
ENSAMXG00000010373,726,369,0.508264463
ENSAMXG00000010374,1089,531,0.487603306
ENSAMXG00000010375,1656,863,0.521135266
ENSAMXG00000010376,1737,778,0.447898676
ENSAMXG00000010377,2553,1334,0.522522523
ENSAMXG00000010378,636,311,0.488993711
ENSAMXG00000010379,1893,1021,0.53935552
ENSAMXG00000010380,822,379,0.46107056
ENSAMXG00000010381,1371,678,0.49452954
ENSAMXG00000010382,2313,996,0.430609598
ENSAMXG00000010383,765,337,0.440522876
ENSAMXG00000010384,609,337,0.553366174
ENSAMXG00000010385,657,303,0.461187215
ENSAMXG00000010386,1596,710,0.444862155
ENSAMXG00000010387,2877,1453,0.505039972
ENSAMXG00000010388,1059,470,0.44381492
ENSAMXG00000010389,1158,759,0.655440415
ENSAMXG00000010390,4092,2397,0.585777126
ENSAMXG00000010391,624,307,0.491987179
ENSAMXG00000010392,561,326,0.581105169
ENSAMXG00000010393,1095,552,0.504109589
ENSAMXG00000010394,951,490,0.515247108
ENSAMXG00000010395,1269,638,0.502758077
ENSAMXG00000010396,1542,798,0.517509728
ENSAMXG00000010397,246,117,0.475609756
ENSAMXG00000010398,633,284,0.448657188
ENSAMXG00000010399,2913,1557,0.534500515
ENSAMXG00000010400,1641,975,0.594149909
ENSAMXG00000010401,1542,845,0.547989624
ENSAMXG00000010402,588,322,0.547619048
ENSAMXG00000010403,1728,933,0.539930556
ENSAMXG00000010404,3576,1944,0.543624161
ENSAMXG00000010405,2295,1112,0.48453159
ENSAMXG00000010406,1197,631,0.527151211
ENSAMXG00000010407,5187,2344,0.451898978
ENSAMXG00000010408,645,371,0.575193798
ENSAMXG00000010409,942,503,0.533970276
ENSAMXG00000010410,1173,647,0.551577153
ENSAMXG00000010411,1977,1064,0.538189176
ENSAMXG00000010412,774,380,0.490956072
ENSAMXG00000010413,2196,1281,0.583333333
ENSAMXG00000010414,1188,490,0.412457912
ENSAMXG00000010415,1272,669,0.525943396
ENSAMXG00000010416,624,285,0.456730769
ENSAMXG00000010417,549,242,0.440801457
ENSAMXG00000010418,687,334,0.486171761
ENSAMXG00000010419,3963,1959,0.494322483
ENSAMXG00000010420,648,392,0.604938272
ENSAMXG00000010421,921,470,0.510314875
ENSAMXG00000010422,3015,1546,0.512769486
ENSAMXG00000010423,846,394,0.46572104
ENSAMXG00000010424,519,235,0.452793834
ENSAMXG00000010425,1311,729,0.556064073
ENSAMXG00000010426,1113,598,0.537286613
ENSAMXG00000010427,2667,1358,0.509186352
ENSAMXG00000010428,1881,1071,0.56937799
ENSAMXG00000010429,2802,1499,0.534975018
ENSAMXG00000010430,1659,1030,0.620855937
ENSAMXG00000010431,1056,542,0.513257576
ENSAMXG00000010432,636,295,0.463836478
ENSAMXG00000010433,1236,697,0.563915858
ENSAMXG00000010434,492,227,0.461382114
ENSAMXG00000010435,690,387,0.560869565
ENSAMXG00000010436,969,573,0.591331269
ENSAMXG00000010437,5385,2993,0.555803157
ENSAMXG00000010438,1230,599,0.48699187
ENSAMXG00000010439,3765,1777,0.471978752
ENSAMXG00000010440,993,552,0.555891239
ENSAMXG00000010441,1431,762,0.532494759
ENSAMXG00000010442,444,186,0.418918919
ENSAMXG00000010443,231,123,0.532467532
ENSAMXG00000010444,1014,494,0.487179487
ENSAMXG00000010445,540,262,0.485185185
ENSAMXG00000010446,1878,1020,0.54313099
ENSAMXG00000010447,456,210,0.460526316
ENSAMXG00000010448,960,474,0.49375
ENSAMXG00000010449,618,304,0.491909385
ENSAMXG00000010450,5304,2777,0.523567119
ENSAMXG00000010451,1416,709,0.500706215
ENSAMXG00000010452,804,432,0.537313433
ENSAMXG00000010453,387,194,0.50129199
ENSAMXG00000010454,1377,738,0.535947712
ENSAMXG00000010455,1101,530,0.481380563
ENSAMXG00000010456,513,285,0.555555556
ENSAMXG00000010457,1920,1125,0.5859375
ENSAMXG00000010458,1542,940,0.609597925
ENSAMXG00000010459,7734,3943,0.509826739
ENSAMXG00000010460,1854,1020,0.550161812
ENSAMXG00000010461,972,577,0.593621399
ENSAMXG00000010462,4044,2156,0.533135509
ENSAMXG00000010463,1212,662,0.54620462
ENSAMXG00000010464,3390,1945,0.573746313
ENSAMXG00000010465,978,509,0.520449898
ENSAMXG00000010466,753,359,0.476759628
ENSAMXG00000010467,2277,1259,0.552920509
ENSAMXG00000010468,642,313,0.487538941
ENSAMXG00000010469,1014,530,0.522682446
ENSAMXG00000010470,1161,652,0.561584841
ENSAMXG00000010471,738,438,0.593495935
ENSAMXG00000010472,714,363,0.508403361
ENSAMXG00000010473,1452,804,0.553719008
ENSAMXG00000010474,1017,559,0.549655851
ENSAMXG00000010475,672,350,0.520833333
ENSAMXG00000010476,6879,3300,0.47972089
ENSAMXG00000010477,1932,937,0.484989648
ENSAMXG00000010478,2361,1230,0.520965693
ENSAMXG00000010479,1866,913,0.489281886
ENSAMXG00000010480,420,195,0.464285714
ENSAMXG00000010481,1854,1041,0.561488673
ENSAMXG00000010482,348,160,0.459770115
ENSAMXG00000010483,930,466,0.501075269
ENSAMXG00000010484,825,376,0.455757576
ENSAMXG00000010485,1605,854,0.532087227
ENSAMXG00000010486,1272,584,0.459119497
ENSAMXG00000010487,1260,619,0.491269841
ENSAMXG00000010488,975,463,0.474871795
ENSAMXG00000010489,906,471,0.51986755
ENSAMXG00000010490,1173,579,0.493606138
ENSAMXG00000010491,1497,820,0.547762191
ENSAMXG00000010492,1770,1077,0.608474576
ENSAMXG00000010493,2154,1067,0.495357474
ENSAMXG00000010494,612,338,0.552287582
ENSAMXG00000010495,2808,1388,0.494301994
ENSAMXG00000010496,345,193,0.55942029
ENSAMXG00000010497,3096,1629,0.526162791
ENSAMXG00000010498,759,377,0.496706192
ENSAMXG00000010499,1185,565,0.476793249
ENSAMXG00000010500,1008,502,0.498015873
ENSAMXG00000010501,633,325,0.51342812
ENSAMXG00000010502,627,292,0.465709729
ENSAMXG00000010503,414,204,0.492753623
ENSAMXG00000010504,1599,835,0.522201376
ENSAMXG00000010505,2616,1298,0.49617737
ENSAMXG00000010506,1125,619,0.550222222
ENSAMXG00000010507,5382,2899,0.538647343
ENSAMXG00000010508,1395,730,0.523297491
ENSAMXG00000010509,1068,559,0.52340824
ENSAMXG00000010510,4557,2630,0.577134079
ENSAMXG00000010511,1671,891,0.533213645
ENSAMXG00000010512,10275,4606,0.448272506
ENSAMXG00000010513,4803,2462,0.512596294
ENSAMXG00000010514,1017,552,0.542772861
ENSAMXG00000010515,4350,1944,0.446896552
