gene_id,gene_length,GC_length,GC_prop,mean,median,longest_isoform,merged,exon_number,SSR,HPR
ENSAMXG00000010153,708,377,0.532485876,708,708,708,708,4,0,0
ENSAMXG00000010154,993,570,0.574018127,2504,2504,2504,2504,6,1,0
ENSAMXG00000010155,963,467,0.484942887,2432,2432,2432,2432,10,1,1
ENSAMXG00000010156,402,194,0.482587065,1808,1808,1808,1808,4,1,1
ENSAMXG00000010157,1947,1031,0.529532614,4560,4560,4560,4560,15,1,1
ENSAMXG00000010158,2316,1156,0.499136442,3123,3123,3123,3123,3,1,1
ENSAMXG00000010159,501,258,0.51497006,501,501,501,501,5,1,1
ENSAMXG00000010160,1005,521,0.51840796,1346,1346,1346,1346,9,1,0
ENSAMXG00000010161,681,390,0.572687225,681,681,681,681,4,1,1
ENSAMXG00000010162,3489,1852,0.530811121,5623,5623,5623,5623,23,1,0
ENSAMXG00000010163,591,264,0.446700508,645,645,645,645,6,1,1
ENSAMXG00000010164,363,175,0.482093664,924,924,924,924,3,1,0
ENSAMXG00000010165,855,443,0.518128655,1238,1238,1238,1238,10,1,0
ENSAMXG00000010166,237,121,0.510548523,239,239,239,239,2,1,1
ENSAMXG00000010167,498,242,0.485943775,1248,1248,1248,1248,6,1,1
ENSAMXG00000010168,483,202,0.418219462,1216,1216,1216,1216,4,1,1
ENSAMXG00000010169,1989,1163,0.584715938,3127,3127,3127,3127,6,1,1
ENSAMXG00000010170,462,293,0.634199134,2149,2149,2149,2149,2,1,0
ENSAMXG00000010171,2670,1501,0.562172285,7354,7354,7354,7354,16,1,1
ENSAMXG00000010172,1779,897,0.504215852,1779,1779,1779,1779,10,1,1
ENSAMXG00000010173,1452,722,0.497245179,3024,3024,3024,3024,12,1,1
ENSAMXG00000010174,1020,523,0.512745098,1170,1170,1170,1170,10,1,0
ENSAMXG00000010175,1941,974,0.501803194,4815,4815,4815,4815,19,1,0
ENSAMXG00000010176,3780,1971,0.521428571,5634,5634,5634,5634,32,1,1
ENSAMXG00000010177,3456,1859,0.537905093,5739,5739,5739,5739,28,1,0
ENSAMXG00000010178,2670,1319,0.494007491,7122,7122,7122,7122,3,1,0
ENSAMXG00000010179,1059,525,0.495750708,2518,2518,2518,2518,7,0,0
ENSAMXG00000010180,1185,541,0.456540084,1537,1537,1537,1537,10,1,1
ENSAMXG00000010181,3051,1497,0.4906588,3733,3733,3733,3733,19,1,1
ENSAMXG00000010182,2724,1522,0.558737151,5373,5376,5376,5392,16,1,1
ENSAMXG00000010183,2697,1500,0.556173526,2697,2697,2697,2697,3,1,0
ENSAMXG00000010184,1698,923,0.543580683,1840,1840,1840,1840,7,1,0
ENSAMXG00000010185,864,415,0.480324074,2056,2056,2056,2056,5,1,1
ENSAMXG00000010186,675,307,0.454814815,1321,1321,1321,1321,6,1,0
ENSAMXG00000010187,1899,1032,0.543443918,2982,2982,2982,2982,12,1,1
ENSAMXG00000010188,525,258,0.491428571,980,980,980,980,6,1,1
ENSAMXG00000010189,351,181,0.515669516,351,351,351,351,3,1,1
ENSAMXG00000010190,1770,889,0.502259887,2299,2299,2299,2299,15,1,0
ENSAMXG00000010191,1074,527,0.490689013,1074,1074,1074,1074,3,1,1
ENSAMXG00000010192,1011,547,0.541048467,1376,1376,1376,1376,10,1,0
ENSAMXG00000010193,1044,535,0.512452107,2406,2406,2406,2406,10,1,0
ENSAMXG00000010194,3777,1800,0.476568705,6342,6342,6342,6342,30,1,0
ENSAMXG00000010195,930,475,0.510752688,1735,1735,1735,1735,7,1,0
ENSAMXG00000010196,792,446,0.563131313,822,822,822,822,5,1,0
ENSAMXG00000010197,1623,870,0.536044362,2641,2641,2641,2641,9,1,0
ENSAMXG00000010198,1815,886,0.48815427,3681,3681,3681,3681,14,1,1
ENSAMXG00000010199,2049,1145,0.558809175,5506,5506,5506,5506,17,0,0
ENSAMXG00000010200,555,296,0.533333333,1135,1135,1135,1135,6,1,1
ENSAMXG00000010201,630,280,0.444444444,3136,3136,3136,3136,6,1,0
ENSAMXG00000010202,933,484,0.518756699,2210,2210,2210,2210,11,1,0
ENSAMXG00000010203,660,295,0.446969697,2168,2168,2168,2168,4,1,1
ENSAMXG00000010204,2532,1144,0.451816746,2532,2532,2532,2532,19,1,1
ENSAMXG00000010205,1002,391,0.390219561,2823,2823,2823,2823,4,1,1
ENSAMXG00000010206,1815,962,0.530027548,2050,2050,2050,2050,17,1,1
ENSAMXG00000010207,1257,636,0.505966587,4054,4054,4054,4054,12,1,0
ENSAMXG00000010208,891,553,0.620650954,3250,3250,3250,3250,3,1,1
ENSAMXG00000010209,4908,2201,0.448451508,6117,6117,6117,6117,27,1,0
ENSAMXG00000010210,3387,1669,0.49276646,3588,3588,3588,3588,27,1,0
ENSAMXG00000010211,2889,1508,0.521979924,4060,4060,4060,4060,21,1,0
ENSAMXG00000010212,981,615,0.626911315,4827,4827,4827,4827,4,1,0
ENSAMXG00000010213,1053,548,0.520417854,1053,1053,1053,1053,4,1,1
ENSAMXG00000010214,2292,1153,0.503054101,2292,2292,2292,2292,19,1,1
ENSAMXG00000010215,2400,1441,0.600416667,5872,5872,5872,5872,15,1,1
ENSAMXG00000010216,1449,807,0.556935818,1449,1449,1449,1449,6,1,0
ENSAMXG00000010217,2766,1408,0.509038322,3517,3517,3517,3517,12,1,1
ENSAMXG00000010218,429,229,0.533799534,462,462,462,462,3,1,0
ENSAMXG00000010219,855,407,0.476023392,3052,3052,3052,3052,8,0,0
ENSAMXG00000010220,7605,3710,0.487836949,7708,7708,7708,7708,70,1,0
ENSAMXG00000010221,1254,609,0.485645933,4775,4775,4775,4775,14,1,0
ENSAMXG00000010222,504,252,0.5,1020,1020,1020,1020,3,1,1
ENSAMXG00000010223,396,192,0.484848485,398,398,398,398,3,1,0
ENSAMXG00000010224,387,193,0.49870801,813,813,813,813,3,0,1
ENSAMXG00000010225,585,308,0.526495726,1381,1381,1381,1381,3,1,0
ENSAMXG00000010226,633,356,0.562401264,2755,2755,2755,2755,4,0,0
ENSAMXG00000010227,1083,566,0.522622345,4258,4258,4258,4258,6,1,1
ENSAMXG00000010228,1095,498,0.454794521,2383,2383,2383,2383,13,0,0
ENSAMXG00000010229,762,431,0.565616798,2857,2857,2857,2857,8,1,0
ENSAMXG00000010230,291,135,0.463917526,1135,1135,1135,1135,3,1,0
ENSAMXG00000010231,384,202,0.526041667,934,934,934,934,3,1,0
ENSAMXG00000010232,882,418,0.473922902,1530,1530,1530,1530,8,0,1
ENSAMXG00000010233,882,427,0.484126984,882,882,882,882,7,0,1
ENSAMXG00000010234,339,165,0.486725664,1113,1113,1113,1113,3,1,1
ENSAMXG00000010235,5301,2600,0.490473496,5901,5901,5901,5901,36,0,0
ENSAMXG00000010236,2220,1066,0.48018018,2990,2990,2990,2990,18,1,0
ENSAMXG00000010237,699,344,0.492131617,3107,3107,3107,3107,3,1,0
ENSAMXG00000010238,1827,900,0.492610837,2529,2529,2529,2529,10,1,1
ENSAMXG00000010239,372,154,0.413978495,1237,1237,1237,1237,3,1,1
ENSAMXG00000010240,1185,704,0.594092827,1606,1606,1606,1606,8,1,1
ENSAMXG00000010241,231,108,0.467532468,403,403,403,403,3,1,1
ENSAMXG00000010242,1767,923,0.522354273,2952,2952,2952,2952,18,1,0
ENSAMXG00000010243,1662,786,0.472924188,2947,2947,2947,2947,15,1,1
ENSAMXG00000010244,2175,1119,0.514482759,2810,2810,2810,2810,21,1,0
ENSAMXG00000010245,1056,593,0.56155303,2316,2316,2316,2316,6,1,0
ENSAMXG00000010246,2619,1195,0.456281023,2719,2719,2719,2719,30,1,0
ENSAMXG00000010247,780,382,0.48974359,1335,1335,1335,1335,2,1,1
ENSAMXG00000010248,12222,5859,0.479381443,12304,12304,12304,12304,66,1,1
ENSAMXG00000010249,1611,865,0.536933582,3217,3217,3217,3217,5,1,0
ENSAMXG00000010250,789,412,0.522179975,1809,1797,1827,1887,6,1,1
ENSAMXG00000010251,1716,846,0.493006993,1952,1952,1952,1952,13,1,1
ENSAMXG00000010252,930,452,0.486021505,1463,1463,1463,1463,8,1,1
ENSAMXG00000010253,1029,525,0.510204082,3318,3318,3318,3318,7,1,1
ENSAMXG00000010254,1110,598,0.538738739,3842,3842,3842,3842,11,1,1
ENSAMXG00000010255,681,376,0.552129222,1255,1255,1255,1255,2,1,0
ENSAMXG00000010256,7089,3806,0.536888137,7172,7172,7172,7172,50,1,1
ENSAMXG00000010257,1242,648,0.52173913,3927,3927,3927,3927,11,1,1
ENSAMXG00000010258,870,436,0.501149425,1114,1114,1114,1114,6,1,1
ENSAMXG00000010259,2232,1107,0.495967742,2822,2822,2822,2822,19,1,0
ENSAMXG00000010260,741,415,0.560053981,741,741,741,741,5,0,1
ENSAMXG00000010261,2337,1127,0.482242191,2496,2496,2496,2496,15,1,0
ENSAMXG00000010262,786,353,0.449109415,944,944,944,944,7,1,1
ENSAMXG00000010263,720,316,0.438888889,856,856,856,856,5,1,1
ENSAMXG00000010264,774,356,0.45994832,1246,1246,1246,1246,6,1,1
ENSAMXG00000010265,1860,882,0.474193548,4231,4231,4231,4231,14,1,0
ENSAMXG00000010266,2301,1149,0.49934811,3708,3708,3708,3708,14,1,1
ENSAMXG00000010267,813,368,0.452644526,813,813,813,813,4,1,1
ENSAMXG00000010268,660,339,0.513636364,660,660,660,660,3,1,1
ENSAMXG00000010269,978,378,0.386503067,1014,1014,1014,1014,2,1,1
ENSAMXG00000010270,2586,1518,0.587006961,3286,3286,3286,3286,9,1,1
ENSAMXG00000010271,954,349,0.365828092,954,954,954,954,3,1,1
ENSAMXG00000010272,7506,4069,0.542099654,8880,8880,8880,8880,19,0,0
ENSAMXG00000010273,1770,693,0.391525424,1770,1770,1770,1770,4,1,1
ENSAMXG00000010274,630,288,0.457142857,2032,1024,3184,3195,8,1,1
ENSAMXG00000010275,1092,439,0.402014652,2011,2011,2011,2011,2,1,0
ENSAMXG00000010276,996,575,0.577309237,5239,5239,5239,5239,5,1,1
ENSAMXG00000010277,1533,780,0.508806262,2260,2260,2260,2260,9,1,1
ENSAMXG00000010278,552,323,0.585144928,2959,2959,2959,2959,2,1,0
ENSAMXG00000010279,1836,993,0.540849673,2799,2799,2799,2799,8,1,1
ENSAMXG00000010280,2070,1128,0.544927536,2070,2070,2070,2070,10,1,1
ENSAMXG00000010281,3129,1739,0.555768616,3260,3260,3260,3260,22,1,1
ENSAMXG00000010282,1239,563,0.454398709,1239,1239,1239,1239,15,1,1
ENSAMXG00000010283,1491,747,0.501006036,1841,1841,1841,1841,5,0,1
ENSAMXG00000010284,858,448,0.522144522,1077,1077,1077,1077,5,1,1
ENSAMXG00000010285,396,212,0.535353535,2888,2888,2888,2888,4,1,1
ENSAMXG00000010286,1758,997,0.567121729,1758,1758,1758,1758,10,1,0
ENSAMXG00000010287,3144,1317,0.41889313,5691,5691,5691,5691,23,1,0
ENSAMXG00000010288,2079,1045,0.502645503,2079,2079,2079,2079,24,1,1
ENSAMXG00000010289,6654,3630,0.545536519,12079,12079,12079,12079,33,0,1
ENSAMXG00000010290,645,277,0.429457364,645,645,645,645,5,1,1
ENSAMXG00000010291,1143,591,0.517060367,6011,6011,6011,6011,3,0,0
ENSAMXG00000010292,9576,5121,0.534774436,14015,14015,14015,14015,67,1,1
ENSAMXG00000010293,558,278,0.498207885,736,736,736,736,8,1,1
ENSAMXG00000010294,1611,807,0.500931099,2085,2085,2085,2085,19,1,0
ENSAMXG00000010295,2739,1373,0.501277839,3765,3765,3934,3934,24,1,1
ENSAMXG00000010296,1707,1004,0.588166374,6381,6381,6381,6381,9,1,1
ENSAMXG00000010297,1485,798,0.537373737,2236,2236,2236,2236,10,0,0
ENSAMXG00000010298,1695,864,0.509734513,2113,2113,2113,2113,18,1,1
ENSAMXG00000010299,798,431,0.540100251,4059,4002,4141,4173,6,1,0
ENSAMXG00000010300,3375,1977,0.585777778,3603,3603,3603,3603,14,1,0
ENSAMXG00000010301,4488,2213,0.493092692,5262,5262,5262,5262,38,1,0
ENSAMXG00000010302,1260,705,0.55952381,6560,6560,6560,6560,5,1,0
ENSAMXG00000010303,1074,514,0.47858473,2411,2411,2411,2411,11,1,0
ENSAMXG00000010304,1347,674,0.500371195,4328,4328,4328,4328,11,1,0
ENSAMXG00000010305,5538,2631,0.475081257,6357,6357,6357,6357,23,1,1
ENSAMXG00000010306,3351,1649,0.492091913,7457,7457,7457,7457,26,0,1
ENSAMXG00000010307,1137,562,0.494283201,3448,3448,3448,3448,11,1,0
ENSAMXG00000010308,558,273,0.489247312,720,720,720,720,3,1,0
ENSAMXG00000010309,2121,1074,0.506364922,4558,4558,4558,4558,21,1,1
ENSAMXG00000010310,258,131,0.507751938,514,514,514,514,2,1,1
ENSAMXG00000010311,594,310,0.521885522,1570,1570,1570,1570,7,1,1
ENSAMXG00000010312,1158,644,0.556131261,6433,6433,6433,6433,9,1,1
ENSAMXG00000010313,921,424,0.460369164,1909,1909,1909,1909,10,1,1
ENSAMXG00000010314,708,416,0.587570621,1110,1110,1110,1110,7,1,1
ENSAMXG00000010315,609,294,0.482758621,2111,2111,2111,2111,4,1,0
ENSAMXG00000010316,3735,1962,0.525301205,5227,5227,5227,5227,15,1,0
ENSAMXG00000010317,1116,570,0.510752688,1855,1855,1855,1855,7,1,0
ENSAMXG00000010318,2625,1439,0.548190476,6198,6198,6198,6198,18,1,0
ENSAMXG00000010319,348,157,0.451149425,1086,1086,1086,1086,3,1,1
ENSAMXG00000010320,936,471,0.503205128,5164,5164,5164,5164,9,1,0
ENSAMXG00000010321,441,246,0.557823129,1532,1532,1532,1532,4,1,1
ENSAMXG00000010322,438,241,0.550228311,689,689,689,689,3,1,1
ENSAMXG00000010323,258,134,0.519379845,916,916,916,916,3,1,1
ENSAMXG00000010324,1869,985,0.527019797,2236,2236,2236,2236,16,1,1
ENSAMXG00000010325,3864,1993,0.515786749,3864,3864,3864,3864,23,1,1
ENSAMXG00000010326,2346,1152,0.491048593,2788,2788,2788,2788,18,1,1
ENSAMXG00000010327,2985,1754,0.58760469,3220,3220,3220,3220,2,0,0
ENSAMXG00000010328,12972,6676,0.514646932,16193,16193,16193,16193,38,1,0
ENSAMXG00000010329,2469,1084,0.439044147,2722,2722,2722,2722,16,1,1
ENSAMXG00000010330,1893,929,0.490755415,1968,1968,1968,1968,13,1,1
ENSAMXG00000010331,441,223,0.505668934,1253,1253,1253,1253,2,1,1
ENSAMXG00000010332,411,229,0.557177616,1478,1478,1478,1478,2,1,0
ENSAMXG00000010333,2301,1302,0.565840939,6632,6632,6632,6632,21,1,0
ENSAMXG00000010334,591,293,0.495769882,900,900,900,900,7,1,0
ENSAMXG00000010335,1893,1071,0.565768621,5416,5416,5416,5416,15,1,1
ENSAMXG00000010336,1107,625,0.564588979,1107,1107,1107,1107,7,1,1
ENSAMXG00000010337,3258,1800,0.552486188,4363,4363,4363,4363,16,0,0
ENSAMXG00000010338,1446,769,0.531811895,3064,3064,3064,3064,5,1,1
ENSAMXG00000010339,597,292,0.489112228,961,961,961,961,6,0,0
ENSAMXG00000010340,1011,473,0.46785361,2262,2262,2262,2262,12,1,0
ENSAMXG00000010341,1365,747,0.547252747,3220,3220,3220,3220,10,1,0
ENSAMXG00000010342,1914,1075,0.561650993,3838,3838,3838,3838,13,1,1
ENSAMXG00000010343,2001,1082,0.540729635,2260,2260,2260,2260,16,1,1
ENSAMXG00000010344,1371,692,0.504741065,4502,4502,4502,4502,12,1,0
ENSAMXG00000010345,1266,795,0.627962085,3633,3633,3633,3633,7,1,0
ENSAMXG00000010346,1491,877,0.588195842,2306,2306,2306,2306,4,1,0
ENSAMXG00000010347,2625,1362,0.518857143,5012,5012,5012,5012,10,0,1
ENSAMXG00000010348,945,444,0.46984127,1187,1187,1187,1187,4,1,1
ENSAMXG00000010349,2475,1353,0.546666667,3159,3159,3159,3159,17,1,0
ENSAMXG00000010350,2421,1279,0.528294093,3228,3228,3228,3228,22,1,1
ENSAMXG00000010351,2448,1285,0.524918301,3387,3387,3387,3387,17,1,0
ENSAMXG00000010352,2586,1244,0.481051817,7846,7846,7846,7846,16,1,1
ENSAMXG00000010353,1560,805,0.516025641,2528,2528,2528,2528,14,1,1
ENSAMXG00000010354,741,392,0.529014845,2046,2046,2046,2046,8,0,0
ENSAMXG00000010355,2439,1324,0.542845428,2793,2793,2793,2793,7,1,1
ENSAMXG00000010356,1107,619,0.559168925,6586,6586,6586,6586,11,1,0
ENSAMXG00000010357,1539,713,0.463287849,3333,3333,3333,3333,10,1,1
ENSAMXG00000010358,597,331,0.554438861,820,820,820,820,5,1,1
ENSAMXG00000010359,1620,877,0.541358025,5163,5163,5163,5163,14,1,1
ENSAMXG00000010360,1185,594,0.501265823,1204,1204,1204,1204,6,1,1
ENSAMXG00000010361,384,181,0.471354167,730,730,730,730,2,1,1
ENSAMXG00000010362,696,375,0.538793103,958,958,958,958,6,1,1
ENSAMXG00000010363,1242,640,0.515297907,5804,5804,5804,5804,10,1,1
ENSAMXG00000010364,585,337,0.576068376,571,561,585,588,3,1,0
ENSAMXG00000010365,462,215,0.465367965,2083,2083,2083,2083,3,1,1
ENSAMXG00000010366,261,121,0.463601533,1584,1584,1584,1584,3,1,1
ENSAMXG00000010367,990,544,0.549494949,1365,1365,1365,1365,12,1,1
ENSAMXG00000010368,2271,1122,0.494055482,2397,2397,2397,2397,17,1,1
ENSAMXG00000010369,2217,1273,0.574199369,6944,6944,6944,6944,12,1,1
ENSAMXG00000010370,1986,1126,0.566968781,4061,4061,4061,4061,13,1,1
ENSAMXG00000010371,765,331,0.432679739,765,765,765,765,4,1,1
ENSAMXG00000010372,1365,641,0.46959707,1728,1728,1728,1728,9,1,0
ENSAMXG00000010373,726,369,0.508264463,2553,2553,2553,2553,3,1,1
ENSAMXG00000010374,1089,531,0.487603306,2955,2955,2955,2955,10,1,1
ENSAMXG00000010375,1656,863,0.521135266,1923,1923,1923,1923,12,1,0
ENSAMXG00000010376,1737,778,0.447898676,1737,1737,1737,1737,23,1,1
ENSAMXG00000010377,2553,1334,0.522522523,4393,4393,4393,4393,12,1,0
ENSAMXG00000010378,636,311,0.488993711,792,792,792,792,3,0,0
ENSAMXG00000010379,1893,1021,0.53935552,2102,2102,2102,2102,16,1,1
ENSAMXG00000010380,822,379,0.46107056,1787,1787,1787,1787,8,1,1
ENSAMXG00000010381,1371,678,0.49452954,4592,4592,4592,4592,11,1,1
ENSAMXG00000010382,2313,996,0.430609598,2313,2313,2313,2313,9,1,0
ENSAMXG00000010383,765,337,0.440522876,2648,2648,2648,2648,6,1,0
ENSAMXG00000010384,609,337,0.553366174,3473,3473,3473,3473,5,1,1
ENSAMXG00000010385,657,303,0.461187215,1874,1993,1993,2040,12,0,1
ENSAMXG00000010386,1596,710,0.444862155,1596,1596,1596,1596,7,1,0
ENSAMXG00000010387,2877,1453,0.505039972,6195,6195,6195,6195,6,1,0
ENSAMXG00000010388,1059,470,0.44381492,1083,1083,1083,1083,10,1,0
ENSAMXG00000010389,1158,759,0.655440415,1158,1158,1158,1158,3,1,1
ENSAMXG00000010390,4092,2397,0.585777126,7134,7134,7134,7134,19,1,1
ENSAMXG00000010391,624,307,0.491987179,819,819,819,819,8,1,1
ENSAMXG00000010392,561,326,0.581105169,561,561,561,561,2,1,1
ENSAMXG00000010393,1095,552,0.504109589,1095,1095,1095,1095,5,1,1
ENSAMXG00000010394,951,490,0.515247108,2174,2174,2174,2174,9,1,1
ENSAMXG00000010395,1269,638,0.502758077,2347,2347,2347,2347,13,1,0
ENSAMXG00000010396,1542,798,0.517509728,3768,3768,3768,3768,2,1,1
ENSAMXG00000010397,246,117,0.475609756,1931,1931,1931,1931,3,1,0
ENSAMXG00000010398,633,284,0.448657188,1785,1785,1785,1785,6,1,1
ENSAMXG00000010399,2913,1557,0.534500515,2920,2920,2920,2920,22,1,0
ENSAMXG00000010400,1641,975,0.594149909,2959,2959,2959,2959,5,1,1
ENSAMXG00000010401,1542,845,0.547989624,1792,1792,1792,1792,8,1,0
ENSAMXG00000010402,588,322,0.547619048,1656,1656,1656,1656,5,1,1
ENSAMXG00000010403,1728,933,0.539930556,5492,5492,5492,5492,17,1,1
ENSAMXG00000010404,3576,1944,0.543624161,4060,4060,4060,4060,5,1,0
ENSAMXG00000010405,2295,1112,0.48453159,2981,2981,2981,2981,10,1,1
ENSAMXG00000010406,1197,631,0.527151211,1197,1197,1197,1197,9,1,1
ENSAMXG00000010407,5187,2344,0.451898978,6423,6423,6423,6423,23,1,0
ENSAMXG00000010408,645,371,0.575193798,1481,1481,1481,1481,5,1,0
ENSAMXG00000010409,942,503,0.533970276,942,942,942,942,2,1,0
ENSAMXG00000010410,1173,647,0.551577153,1173,1173,1173,1173,3,1,1
ENSAMXG00000010411,1977,1064,0.538189176,2519,2519,2519,2519,11,1,0
ENSAMXG00000010412,774,380,0.490956072,902,902,902,902,3,1,1
ENSAMXG00000010413,2196,1281,0.583333333,2450,2450,2450,2450,5,1,1
ENSAMXG00000010414,1188,490,0.412457912,1188,1188,1188,1188,2,0,0
ENSAMXG00000010415,1272,669,0.525943396,4549,4549,4549,4549,9,1,0
ENSAMXG00000010416,624,285,0.456730769,1350,1350,1350,1350,3,0,1
ENSAMXG00000010417,549,242,0.440801457,549,549,549,549,6,1,1
ENSAMXG00000010418,687,334,0.486171761,687,687,687,687,9,1,1
ENSAMXG00000010419,3963,1959,0.494322483,4946,4946,4946,4946,29,1,0
ENSAMXG00000010420,648,392,0.604938272,1001,1001,1001,1001,2,1,1
ENSAMXG00000010421,921,470,0.510314875,4798,4798,4798,4798,8,1,1
ENSAMXG00000010422,3015,1546,0.512769486,3400,3400,3400,3400,22,0,0
ENSAMXG00000010423,846,394,0.46572104,1610,1610,1610,1610,6,1,0
ENSAMXG00000010424,519,235,0.452793834,676,676,676,676,5,1,1
ENSAMXG00000010425,1311,729,0.556064073,1311,1311,1311,1311,14,1,0
ENSAMXG00000010426,1113,598,0.537286613,3876,3876,3876,3876,9,1,0
ENSAMXG00000010427,2667,1358,0.509186352,3108,3108,3108,3108,27,1,1
ENSAMXG00000010428,1881,1071,0.56937799,2099,2099,2099,2099,14,1,1
ENSAMXG00000010429,2802,1499,0.534975018,5929,5929,5929,5929,21,1,1
ENSAMXG00000010430,1659,1030,0.620855937,2499,2499,2499,2499,2,1,0
ENSAMXG00000010431,1056,542,0.513257576,1056,1056,1056,1056,10,1,1
ENSAMXG00000010432,636,295,0.463836478,636,636,636,636,2,1,1
ENSAMXG00000010433,1236,697,0.563915858,2724,2724,2724,2724,5,1,0
ENSAMXG00000010434,492,227,0.461382114,514,514,514,514,3,1,1
ENSAMXG00000010435,690,387,0.560869565,1605,1605,1605,1605,2,1,1
ENSAMXG00000010436,969,573,0.591331269,1019,1019,1019,1019,2,1,1
ENSAMXG00000010437,5385,2993,0.555803157,9517,9517,9517,9517,29,1,0
ENSAMXG00000010438,1230,599,0.48699187,3878,3878,3878,3878,11,0,0
ENSAMXG00000010439,3765,1777,0.471978752,5634,5634,5634,5634,27,1,1
ENSAMXG00000010440,993,552,0.555891239,2401,2401,2401,2401,10,1,0
ENSAMXG00000010441,1431,762,0.532494759,5863,5863,5863,5863,12,1,0
ENSAMXG00000010442,444,186,0.418918919,523,523,523,523,3,1,0
ENSAMXG00000010443,231,123,0.532467532,324,324,324,324,2,1,1
ENSAMXG00000010444,1014,494,0.487179487,1852,1852,1852,1852,13,1,1
ENSAMXG00000010445,540,262,0.485185185,1406,1406,1406,1406,6,1,0
ENSAMXG00000010446,1878,1020,0.54313099,2927,2927,2927,2927,10,1,0
ENSAMXG00000010447,456,210,0.460526316,1144,1144,1144,1144,4,1,0
ENSAMXG00000010448,960,474,0.49375,4623,4623,4623,4623,11,1,1
ENSAMXG00000010449,618,304,0.491909385,4093,4093,4093,4093,7,1,1
ENSAMXG00000010450,5304,2777,0.523567119,6447,6447,6447,6447,30,1,1
ENSAMXG00000010451,1416,709,0.500706215,4434,4434,4434,4434,12,1,1
ENSAMXG00000010452,804,432,0.537313433,804,804,804,804,5,1,1
ENSAMXG00000010453,387,194,0.50129199,1865,1865,1865,1865,4,1,1
ENSAMXG00000010454,1377,738,0.535947712,2692,2692,2692,2692,3,1,1
ENSAMXG00000010455,1101,530,0.481380563,3466,3466,3466,3466,12,1,1
ENSAMXG00000010456,513,285,0.555555556,1582,1582,1582,1582,6,1,1
ENSAMXG00000010457,1920,1125,0.5859375,1941,1941,1941,1941,9,1,0
ENSAMXG00000010458,1542,940,0.609597925,3767,3767,3767,3767,6,1,1
ENSAMXG00000010459,7734,3943,0.509826739,8066,8066,8066,8066,53,1,1
ENSAMXG00000010460,1854,1020,0.550161812,1854,1854,1854,1854,14,1,1
ENSAMXG00000010461,972,577,0.593621399,3603,3603,3603,3603,8,1,1
ENSAMXG00000010462,4044,2156,0.533135509,6608,6608,6608,6608,9,0,1
ENSAMXG00000010463,1212,662,0.54620462,3849,3849,3849,3849,2,1,1
ENSAMXG00000010464,3390,1945,0.573746313,6621,6664,6664,6673,18,1,1
ENSAMXG00000010465,978,509,0.520449898,2654,2654,2654,2654,14,1,1
ENSAMXG00000010466,753,359,0.476759628,1593,1593,1593,1593,3,1,0
ENSAMXG00000010467,2277,1259,0.552920509,2277,2277,2277,2277,20,1,1
ENSAMXG00000010468,642,313,0.487538941,2747,2747,2747,2747,6,1,0
ENSAMXG00000010469,1014,530,0.522682446,4684,4684,4684,4684,9,1,1
ENSAMXG00000010470,1161,652,0.561584841,1161,1161,1161,1161,12,1,0
ENSAMXG00000010471,738,438,0.593495935,2759,2759,2759,2759,4,1,0
ENSAMXG00000010472,714,363,0.508403361,3064,3064,3064,3064,6,1,0
ENSAMXG00000010473,1452,804,0.553719008,1719,1719,1719,1719,10,0,1
ENSAMXG00000010474,1017,559,0.549655851,1140,1140,1140,1140,12,1,1
ENSAMXG00000010475,672,350,0.520833333,857,857,857,857,4,1,1
ENSAMXG00000010476,6879,3300,0.47972089,10620,10620,10620,10620,7,1,1
ENSAMXG00000010477,1932,937,0.484989648,3049,3049,3049,3049,14,1,1
ENSAMXG00000010478,2361,1230,0.520965693,2361,2361,2361,2361,2,1,1
ENSAMXG00000010479,1866,913,0.489281886,3095,3095,3095,3095,14,1,1
ENSAMXG00000010480,420,195,0.464285714,420,420,420,420,3,1,0
ENSAMXG00000010481,1854,1041,0.561488673,1854,1854,1854,1854,5,0,1
ENSAMXG00000010482,348,160,0.459770115,1484,1484,1484,1484,3,1,0
ENSAMXG00000010483,930,466,0.501075269,3456,3456,3456,3456,11,1,1
ENSAMXG00000010484,825,376,0.455757576,1450,1450,1450,1450,8,1,1
ENSAMXG00000010485,1605,854,0.532087227,5943,5943,5943,5943,5,1,0
ENSAMXG00000010486,1272,584,0.459119497,1272,1272,1272,1272,8,1,1
ENSAMXG00000010487,1260,619,0.491269841,1833,1833,1833,1833,14,1,0
ENSAMXG00000010488,975,463,0.474871795,1835,1835,1835,1835,8,1,1
ENSAMXG00000010489,906,471,0.51986755,6505,6505,6505,6505,9,1,1
ENSAMXG00000010490,1173,579,0.493606138,6105,6105,6105,6105,11,1,0
ENSAMXG00000010491,1497,820,0.547762191,1497,1497,1497,1497,9,1,0
ENSAMXG00000010492,1770,1077,0.608474576,2156,2156,2156,2156,6,0,1
ENSAMXG00000010493,2154,1067,0.495357474,2375,2375,2375,2375,14,1,1
ENSAMXG00000010494,612,338,0.552287582,620,620,620,620,3,1,1
ENSAMXG00000010495,2808,1388,0.494301994,3818,3818,3818,3818,24,1,1
ENSAMXG00000010496,345,193,0.55942029,731,731,731,731,3,1,1
ENSAMXG00000010497,3096,1629,0.526162791,3712,3712,3712,3712,2,0,0
ENSAMXG00000010498,759,377,0.496706192,1746,1746,1746,1746,6,1,1
