gene_id,mean,median,longest_isoform,merged
ENSAMXG00000015823,456,456,456,456
ENSAMXG00000015824,1222,1222,1222,1222
ENSAMXG00000015825,2102,2102,2102,2102
ENSAMXG00000015826,847,847,847,847
ENSAMXG00000015827,1183,1183,1183,1183
ENSAMXG00000015828,3643,3643,3643,3643
ENSAMXG00000015829,2250,2250,2250,2250
ENSAMXG00000015830,3940,3940,3940,3940
ENSAMXG00000015831,3329,3329,3329,3329
ENSAMXG00000015832,2634,2634,2634,2634
ENSAMXG00000015833,1877,1877,1877,1877
ENSAMXG00000015834,1304,1304,1304,1304
ENSAMXG00000015835,2775,2775,2775,2775
ENSAMXG00000015836,1803,1803,1803,1803
ENSAMXG00000015837,5388,5388,5388,5388
ENSAMXG00000015838,5170,5170,5170,5170
ENSAMXG00000015839,4637,4637,4637,4637
ENSAMXG00000015840,7040,7040,7040,7040
ENSAMXG00000015841,425,425,425,425
ENSAMXG00000015842,474,474,474,474
ENSAMXG00000015843,4118,4118,4118,4118
ENSAMXG00000015844,3207,3207,3207,3207
ENSAMXG00000015845,1071,1071,1071,1071
ENSAMXG00000015846,2340,2361,2361,4348
ENSAMXG00000015847,3184,3184,3184,3184
ENSAMXG00000015848,594,594,594,594
ENSAMXG00000015849,2481,2872,2872,2963
ENSAMXG00000015850,6108,6108,6108,6108
ENSAMXG00000015851,1164,1164,1164,1164
ENSAMXG00000015852,5332,5332,5332,5332
ENSAMXG00000015853,1482,1482,1482,1482
ENSAMXG00000015854,1876,1876,1876,1876
ENSAMXG00000015855,4217,4217,4217,4217
ENSAMXG00000015856,558,558,558,558
ENSAMXG00000015857,2439,2439,2439,2439
ENSAMXG00000015858,1829,1871,1871,1887
ENSAMXG00000015859,934,934,934,934
ENSAMXG00000015860,3010,3010,3010,3010
ENSAMXG00000015861,1836,1836,1836,1836
ENSAMXG00000015862,4327,4327,4327,4327
ENSAMXG00000015863,3988,3988,3988,3988
ENSAMXG00000015864,3933,3933,3933,3933
ENSAMXG00000015865,3288,3288,3288,3288
ENSAMXG00000015866,2830,2830,2830,2830
ENSAMXG00000015867,1416,1416,1416,1416
ENSAMXG00000015868,3294,3294,3294,3294
ENSAMXG00000015869,1602,1602,1602,1602
ENSAMXG00000015870,752,752,752,752
ENSAMXG00000015871,7622,7622,7622,7622
ENSAMXG00000015872,13621,13621,13621,13621
ENSAMXG00000015873,6133,6113,6159,8717
ENSAMXG00000015874,1899,1899,1899,1899
ENSAMXG00000015875,3973,3973,3973,3973
ENSAMXG00000015876,5081,5081,5081,5081
ENSAMXG00000015877,1779,1779,1779,1779
ENSAMXG00000015878,1323,1323,1323,1323
ENSAMXG00000015879,3524,3524,3524,3524
ENSAMXG00000015880,1612,1612,1612,1612
ENSAMXG00000015881,4660,4660,4660,4660
ENSAMXG00000015882,970,970,970,970
ENSAMXG00000015883,1728,1728,1728,1728
ENSAMXG00000015884,2667,2667,2667,2667
ENSAMXG00000015885,5280,5280,5280,5280
ENSAMXG00000015886,5589,5589,5589,5589
ENSAMXG00000015887,9129,9129,9129,9129
ENSAMXG00000015888,2333,2333,2333,2333
ENSAMXG00000015889,7095,7095,7095,7095
ENSAMXG00000015890,2518,2518,2518,2518
ENSAMXG00000015891,461,461,461,461
ENSAMXG00000015892,9014,9014,9014,9014
ENSAMXG00000015893,1270,1270,1270,1270
ENSAMXG00000015894,826,826,826,826
ENSAMXG00000015895,5232,5232,5232,5232
ENSAMXG00000015896,2644,2644,2644,2644
ENSAMXG00000015897,1446,1446,1446,1446
ENSAMXG00000015898,1846,1846,1846,1846
ENSAMXG00000015899,6409,6409,6409,6409
ENSAMXG00000015900,1798,1798,1798,1798
ENSAMXG00000015901,2325,2319,2334,3751
ENSAMXG00000015902,4893,4893,4893,4893
ENSAMXG00000015903,5153,5153,5153,5153
ENSAMXG00000015904,4777,4777,4777,4777
ENSAMXG00000015905,3052,3052,3052,3052
ENSAMXG00000015906,403,403,403,403
ENSAMXG00000015907,1426,1426,1426,1426
ENSAMXG00000015908,1494,1494,1494,1494
ENSAMXG00000015909,3016,3016,3016,3016
ENSAMXG00000015910,2226,2226,2226,2226
ENSAMXG00000015911,1603,1603,1603,1603
ENSAMXG00000015912,6151,6151,6151,6151
ENSAMXG00000015913,1191,1191,1191,1191
ENSAMXG00000015914,6097,6097,6097,6097
ENSAMXG00000015915,10008,10008,10008,10008
ENSAMXG00000015916,6714,6714,6714,6771
ENSAMXG00000015917,2021,2021,2021,2021
ENSAMXG00000015918,2436,2436,2436,2436
ENSAMXG00000015919,3273,3273,3273,3273
ENSAMXG00000015920,531,531,531,531
ENSAMXG00000015921,5838,5838,5838,5838
ENSAMXG00000015922,7211,7211,7211,7211
ENSAMXG00000015923,5439,5439,5439,5439
ENSAMXG00000015924,976,976,976,976
ENSAMXG00000015925,1605,1605,1605,1605
ENSAMXG00000015926,3812,3812,3812,3812
ENSAMXG00000015927,896,896,896,896
ENSAMXG00000015928,3190,3190,3190,3190
ENSAMXG00000015929,1731,1731,1731,1731
ENSAMXG00000015930,969,969,969,969
ENSAMXG00000015931,5178,5178,5178,5178
ENSAMXG00000015932,2346,2346,2346,2346
ENSAMXG00000015933,741,741,741,741
ENSAMXG00000015934,1067,1067,1067,1067
ENSAMXG00000015935,2406,2406,2406,2406
ENSAMXG00000015936,2147,2147,2147,2147
ENSAMXG00000015937,807,807,807,807
ENSAMXG00000015938,1806,1806,1806,1806
ENSAMXG00000015939,2300,2300,2300,2300
ENSAMXG00000015940,729,729,729,729
ENSAMXG00000015941,1690,1690,1690,1690
ENSAMXG00000015942,2471,2471,2471,2471
ENSAMXG00000015943,6728,6728,6728,6728
ENSAMXG00000015944,2070,2070,2070,2070
ENSAMXG00000015945,3147,3147,3147,3147
ENSAMXG00000015946,1011,1011,1011,1011
ENSAMXG00000015947,3295,3295,3295,3295
ENSAMXG00000015948,1265,1265,1265,1265
ENSAMXG00000015949,717,717,717,717
ENSAMXG00000015950,915,915,915,915
ENSAMXG00000015951,4356,4356,4356,4356
ENSAMXG00000015952,7841,7841,7841,7841
ENSAMXG00000015953,2632,2632,2632,2632
ENSAMXG00000015954,3387,3387,3387,3387
ENSAMXG00000015955,3684,3684,3684,3684
ENSAMXG00000015956,2319,2319,2319,2319
ENSAMXG00000015957,5046,5046,5046,5046
ENSAMXG00000015958,4905,4905,4905,4905
ENSAMXG00000015959,3442,3442,3442,3442
ENSAMXG00000015960,5442,5442,5442,5442
ENSAMXG00000015961,2107,2107,2107,2107
ENSAMXG00000015962,757,757,757,757
ENSAMXG00000015963,2461,2461,2461,2461
ENSAMXG00000015964,1695,1695,1695,1695
ENSAMXG00000015965,3928,3928,3928,3928
ENSAMXG00000015966,846,846,846,846
ENSAMXG00000015967,3179,3179,3179,3179
ENSAMXG00000015968,3440,3578,3578,3602
ENSAMXG00000015969,1559,1559,1559,1559
ENSAMXG00000015970,2363,2364,2379,5945
ENSAMXG00000015971,951,951,951,951
ENSAMXG00000015972,717,717,717,717
ENSAMXG00000015973,1732,1669,1816,1826
ENSAMXG00000015974,2179,2179,2179,2179
ENSAMXG00000015975,2115,2115,2115,2115
ENSAMXG00000015976,2102,2102,2102,2102
ENSAMXG00000015977,715,715,715,715
ENSAMXG00000015978,1973,1973,1973,1973
ENSAMXG00000015979,5811,5811,5811,5811
ENSAMXG00000015980,5163,5163,5163,5163
ENSAMXG00000015981,201,201,201,201
ENSAMXG00000015982,3250,3095,3417,3514
ENSAMXG00000015983,2634,2634,2634,2634
ENSAMXG00000015984,1575,1575,1575,1575
ENSAMXG00000015985,655,655,655,655
ENSAMXG00000015986,1254,1254,1254,1254
ENSAMXG00000015987,3410,3410,3410,3410
ENSAMXG00000015988,4366,4366,4366,4366
ENSAMXG00000015989,1496,1496,1496,1496
ENSAMXG00000015990,1326,1326,1326,1326
ENSAMXG00000015991,1809,1809,1809,1809
ENSAMXG00000015992,1271,1271,1271,1271
ENSAMXG00000015993,729,729,729,729
ENSAMXG00000015994,1872,1872,2379,2944
ENSAMXG00000015995,336,336,336,336
ENSAMXG00000015996,1689,1689,1689,1689
ENSAMXG00000015997,6897,6897,6897,6897
ENSAMXG00000015998,5068,5068,5068,5068
ENSAMXG00000015999,2521,2521,2521,2521
ENSAMXG00000016000,810,810,810,810
ENSAMXG00000016001,1488,1488,1488,1488
ENSAMXG00000016002,3968,3968,3968,3968
ENSAMXG00000016003,2201,2201,2201,2201
ENSAMXG00000016004,6049,6049,6049,6049
ENSAMXG00000016005,3117,3117,3117,3117
ENSAMXG00000016006,2268,2268,2268,2268
ENSAMXG00000016007,1512,1512,1512,1512
ENSAMXG00000016008,2207,2207,2207,2207
ENSAMXG00000016009,2421,2421,2421,2421
ENSAMXG00000016010,1959,1959,1959,1959
ENSAMXG00000016011,5019,5019,5019,5019
ENSAMXG00000016012,2396,2461,2461,2482
ENSAMXG00000016013,4032,4032,4032,4032
ENSAMXG00000016014,3744,3744,3744,3744
ENSAMXG00000016015,1064,1064,1064,1064
ENSAMXG00000016016,2165,2165,2165,2165
ENSAMXG00000016017,921,921,921,921
ENSAMXG00000016018,6954,6954,6954,6954
ENSAMXG00000016019,3956,3956,3956,3956
ENSAMXG00000016020,1461,1461,1461,1461
ENSAMXG00000016021,4365,4365,4365,4365
ENSAMXG00000016022,2359,2359,2359,2359
ENSAMXG00000016023,2316,2316,2334,4002
ENSAMXG00000016024,2587,2587,2587,2587
ENSAMXG00000016025,4888,4888,4888,4888
ENSAMXG00000016026,1332,1332,1332,1332
ENSAMXG00000016027,3055,3055,3055,3055
ENSAMXG00000016028,2361,2361,2361,2361
ENSAMXG00000016029,6392,6392,6392,6392
ENSAMXG00000016030,6384,6384,6384,6384
ENSAMXG00000016031,3075,3075,3075,3075
ENSAMXG00000016032,7316,7316,7316,7316
ENSAMXG00000016033,6370,6370,6370,6370
ENSAMXG00000016034,895,895,895,895
ENSAMXG00000016035,2729,2729,2729,2729
ENSAMXG00000016036,2564,2564,2564,2564
ENSAMXG00000016037,657,657,657,657
ENSAMXG00000016038,1407,1407,1407,1407
ENSAMXG00000016039,5444,5444,5444,5444
ENSAMXG00000016040,3084,3084,3084,3084
ENSAMXG00000016041,5497,5497,5497,5497
ENSAMXG00000016042,1530,1530,1530,1530
ENSAMXG00000016043,924,924,924,924
ENSAMXG00000016044,1646,1646,1646,1646
ENSAMXG00000016045,4282,4282,4282,4282
ENSAMXG00000016046,7685,7685,7685,7685
ENSAMXG00000016047,1167,1167,1167,1167
ENSAMXG00000016048,3186,3186,3186,3186
ENSAMXG00000016049,2064,2064,2064,2064
ENSAMXG00000016050,444,444,444,444
ENSAMXG00000016051,1875,1875,1875,1875
ENSAMXG00000016052,3736,3736,3736,3736
ENSAMXG00000016053,1108,1108,1108,1108
ENSAMXG00000016054,2429,2429,2429,2429
ENSAMXG00000016055,4533,4533,4533,4533
ENSAMXG00000016056,4157,4157,4157,4157
ENSAMXG00000016057,1146,1146,1146,1146
ENSAMXG00000016058,3717,3717,3717,3717
ENSAMXG00000016059,2901,2901,2901,2901
ENSAMXG00000016060,4392,4392,4392,4392
ENSAMXG00000016061,1402,1402,1402,1402
ENSAMXG00000016062,343,343,343,343
ENSAMXG00000016063,1743,1743,1743,1743
ENSAMXG00000016064,4119,4119,4119,4119
ENSAMXG00000016065,1168,1168,1168,1168
ENSAMXG00000016066,3446,3446,3446,3446
ENSAMXG00000016067,3017,3017,3017,3017
ENSAMXG00000016068,2910,2910,2910,2910
ENSAMXG00000016069,2966,2966,2966,2966
ENSAMXG00000016070,1611,1611,1611,1611
ENSAMXG00000016071,2096,2096,2096,2096
ENSAMXG00000016072,617,617,752,828
ENSAMXG00000016073,2424,2424,2802,2864
ENSAMXG00000016074,10205,10205,10205,10205
ENSAMXG00000016075,3964,3964,3964,3964
ENSAMXG00000016076,1086,1086,1086,1086
ENSAMXG00000016077,2076,2076,2076,2076
ENSAMXG00000016078,1999,1999,1999,1999
ENSAMXG00000016079,3107,3107,3107,3107
ENSAMXG00000016080,4000,4000,4000,4000
ENSAMXG00000016081,8480,8480,8480,8480
ENSAMXG00000016082,3311,5264,5264,5294
ENSAMXG00000016083,1107,1107,1107,1107
ENSAMXG00000016084,1910,1910,1910,1910
ENSAMXG00000016085,3815,3815,3815,3815
ENSAMXG00000016086,4378,4378,4378,4378
ENSAMXG00000016087,1199,1199,1199,1199
ENSAMXG00000016088,1826,1826,1826,1826
ENSAMXG00000016089,5396,5396,5396,5396
ENSAMXG00000016090,7499,7499,7499,7499
ENSAMXG00000016091,1535,1535,1535,1535
ENSAMXG00000016092,3305,3305,3305,3305
ENSAMXG00000016093,919,919,919,919
ENSAMXG00000016094,2227,2227,2227,2227
ENSAMXG00000016095,1691,1691,1691,1691
ENSAMXG00000016096,6806,6806,6806,6806
ENSAMXG00000016097,4369,4369,4369,4369
ENSAMXG00000016098,1324,1324,1324,1324
ENSAMXG00000016099,3490,3490,3490,3490
ENSAMXG00000016100,1240,1240,1240,1240
ENSAMXG00000016101,2683,2683,2683,2683
ENSAMXG00000016102,1622,1622,1622,1622
ENSAMXG00000016103,1296,1296,1296,1296
ENSAMXG00000016104,1112,1112,1112,1112
ENSAMXG00000016105,6107,6107,6107,6107
ENSAMXG00000016106,3381,3381,3381,3381
ENSAMXG00000016107,1728,1728,1728,1728
ENSAMXG00000016108,1536,1536,1536,1536
ENSAMXG00000016109,489,489,489,489
ENSAMXG00000016110,3597,3597,3597,3597
ENSAMXG00000016111,2257,2257,2257,2257
ENSAMXG00000016112,2470,2470,2470,2470
ENSAMXG00000016113,2200,2200,2200,2200
ENSAMXG00000016114,1403,1403,1403,1403
ENSAMXG00000016115,612,612,612,612
ENSAMXG00000016116,2571,2571,2571,2571
ENSAMXG00000016117,4322,4322,4322,4322
ENSAMXG00000016118,2961,2961,2961,2961
ENSAMXG00000016119,3307,3307,3307,3307
ENSAMXG00000016120,2275,2275,2275,2275
ENSAMXG00000016121,432,432,432,432
ENSAMXG00000016122,186,186,186,186
ENSAMXG00000016123,3262,3262,3262,3262
ENSAMXG00000016124,1343,1343,1343,1343
ENSAMXG00000016125,1794,1794,1794,1794
ENSAMXG00000016126,1383,1383,1383,1383
ENSAMXG00000016127,5664,5664,5664,5664
ENSAMXG00000016128,3449,3449,3449,3449
ENSAMXG00000016129,5789,5805,5805,5805
ENSAMXG00000016130,3446,3446,3446,3446
ENSAMXG00000016131,5390,5390,5390,5390
ENSAMXG00000016132,4874,4834,4921,4993
ENSAMXG00000016133,2079,2079,2079,2079
ENSAMXG00000016134,2075,2075,2075,2075
ENSAMXG00000016135,2041,2041,2041,2041
ENSAMXG00000016136,4356,4356,4356,4356
ENSAMXG00000016137,980,980,980,980
ENSAMXG00000016138,5621,5621,5621,5621
ENSAMXG00000016139,840,840,840,840
ENSAMXG00000016140,945,945,945,945
ENSAMXG00000016141,2526,2526,2526,2526
ENSAMXG00000016142,2215,2215,2215,2215
ENSAMXG00000016143,5680,5680,5680,5680
ENSAMXG00000016144,3501,3501,3501,3501
ENSAMXG00000016145,1040,1040,1040,1040
ENSAMXG00000016146,1837,1837,1837,1837
ENSAMXG00000016147,2253,2253,2253,2253
ENSAMXG00000016148,762,762,762,762
ENSAMXG00000016149,3279,3279,3279,3279
ENSAMXG00000016150,929,929,929,929
ENSAMXG00000016151,4293,4293,4293,4293
ENSAMXG00000016152,1041,1041,1041,1041
ENSAMXG00000016153,2375,2375,2375,2375
ENSAMXG00000016154,5765,5765,5765,5765
ENSAMXG00000016155,4364,4364,4364,4364
ENSAMXG00000016156,3906,3906,3906,3906
ENSAMXG00000016157,1674,1674,1674,1674
ENSAMXG00000016158,3208,3208,3208,3208
ENSAMXG00000016159,1243,1243,1243,1243
ENSAMXG00000016160,1224,1224,1224,1224
ENSAMXG00000016161,1358,1358,1358,1358
ENSAMXG00000016162,4443,4443,4443,4443
ENSAMXG00000016163,3470,3470,3470,3470
ENSAMXG00000016164,3702,3704,3704,3883
ENSAMXG00000016165,6432,6432,6432,6432
ENSAMXG00000016166,4286,4286,4286,4286
ENSAMXG00000016167,8286,8286,8286,8286
ENSAMXG00000016168,4005,4005,4005,4005
ENSAMXG00000016169,1443,1443,1443,1443
ENSAMXG00000016170,4917,4917,4917,4917
ENSAMXG00000016171,1538,1538,1538,1538
ENSAMXG00000016172,1249,1249,1249,1249
ENSAMXG00000016173,3688,3688,3688,3688
ENSAMXG00000016174,980,980,980,980
ENSAMXG00000016175,2987,2987,2987,2987
ENSAMXG00000016176,1938,1938,1938,1938
ENSAMXG00000016177,6532,6532,6532,6532
ENSAMXG00000016178,6025,6025,6025,6025
ENSAMXG00000016179,6235,6235,6235,6235
ENSAMXG00000016180,948,948,948,948
ENSAMXG00000016181,1330,1330,1330,1330
ENSAMXG00000016182,3626,3626,3626,3626
ENSAMXG00000016183,1929,1929,1929,1929
ENSAMXG00000016184,3798,3798,3798,3798
ENSAMXG00000016185,7398,7398,7398,7398
ENSAMXG00000016186,1332,1332,1332,1332
ENSAMXG00000016187,1833,1833,1833,1833
ENSAMXG00000016188,2446,2446,2446,2446
ENSAMXG00000016189,3351,3351,3351,3351
ENSAMXG00000016190,2272,2272,2272,2272
ENSAMXG00000016191,1711,1711,1711,1711
ENSAMXG00000016192,4592,4592,4592,4592
ENSAMXG00000016193,4090,4090,4090,4090
ENSAMXG00000016194,3099,3099,3099,3099
ENSAMXG00000016195,1790,1790,1790,1790
ENSAMXG00000016196,4727,4727,4727,4727
ENSAMXG00000016197,1547,1547,1547,1547
ENSAMXG00000016198,5862,5862,6112,6112
ENSAMXG00000016199,1523,1523,1523,1523
ENSAMXG00000016200,1729,1729,1729,1729
ENSAMXG00000016201,2812,2812,2812,2812
ENSAMXG00000016202,2226,2226,2226,2226
ENSAMXG00000016203,2933,2933,2933,2933
ENSAMXG00000016204,1802,1802,1802,1802
ENSAMXG00000016205,1327,1327,1327,1327
ENSAMXG00000016206,841,841,841,841
ENSAMXG00000016207,2357,2357,2357,2357
ENSAMXG00000016208,1584,1584,1584,1584
ENSAMXG00000016209,1295,1295,1295,1295
ENSAMXG00000016210,6107,6107,6107,6107
ENSAMXG00000016211,5109,5109,5109,5109
ENSAMXG00000016212,2385,2385,2385,2385
ENSAMXG00000016213,1817,1817,1817,1817
ENSAMXG00000016214,876,876,876,876
ENSAMXG00000016215,1897,1897,1897,1897
ENSAMXG00000016216,2961,2961,2961,2961
ENSAMXG00000016217,4700,4700,4700,4700
ENSAMXG00000016218,4300,4300,4300,4300
ENSAMXG00000016219,6305,6305,6305,6305
ENSAMXG00000016220,5676,5676,5676,5676
ENSAMXG00000016221,5375,5375,5375,5375
ENSAMXG00000016222,1414,1414,1414,1414
ENSAMXG00000016223,1963,1963,1963,1963
ENSAMXG00000016224,2843,2843,2843,2843
ENSAMXG00000016225,2163,2163,2163,2163
ENSAMXG00000016226,1847,1847,1847,1847
ENSAMXG00000016227,2141,2141,2141,2141
ENSAMXG00000016228,4056,4056,4056,4056
ENSAMXG00000016229,958,958,958,958
ENSAMXG00000016230,1717,1717,1717,1717
ENSAMXG00000016231,213,213,213,213
ENSAMXG00000016232,8703,8703,8703,8703
ENSAMXG00000016233,3830,3830,3830,3830
ENSAMXG00000016234,1975,1975,1975,1975
ENSAMXG00000016235,4748,4748,4748,4748
ENSAMXG00000016236,3914,3914,3914,3914
ENSAMXG00000016237,910,910,910,910
ENSAMXG00000016238,921,921,921,921
ENSAMXG00000016239,3037,4189,4189,4248
ENSAMXG00000016240,3977,3977,3977,3977
ENSAMXG00000016241,1903,1903,1903,1903
ENSAMXG00000016242,1365,1365,1365,1365
ENSAMXG00000016243,2480,2480,2480,2480
ENSAMXG00000016244,3375,3375,3375,3375
ENSAMXG00000016245,6339,6339,6339,6339
ENSAMXG00000016246,1865,1865,1865,1865
ENSAMXG00000016247,4045,4045,4045,4045
ENSAMXG00000016248,682,682,682,682
ENSAMXG00000016249,2789,2789,2789,2789
ENSAMXG00000016250,787,787,787,787
ENSAMXG00000016251,1354,1354,1354,1354
ENSAMXG00000016252,3284,3284,3284,3284
ENSAMXG00000016253,5820,5820,5820,5820
ENSAMXG00000016254,4950,4950,4950,4950
ENSAMXG00000016255,2180,2180,2180,2180
ENSAMXG00000016256,1108,1108,1108,1108
ENSAMXG00000016257,5972,5972,5972,5972
ENSAMXG00000016258,1618,1618,1618,1618
ENSAMXG00000016259,1598,1598,1598,1598
ENSAMXG00000016260,3366,3366,3366,3366
ENSAMXG00000016261,1595,1595,1595,1595
ENSAMXG00000016262,552,552,552,552
ENSAMXG00000016263,1374,1374,1374,1374
ENSAMXG00000016264,3358,3358,3358,3358
ENSAMXG00000016265,1578,1578,1578,1578
ENSAMXG00000016266,5333,5333,5333,5333
ENSAMXG00000016267,2661,2661,2661,2661
ENSAMXG00000016268,1908,1908,1908,1908
ENSAMXG00000016269,6850,6850,6850,6850
ENSAMXG00000016270,5989,5989,5989,5989
ENSAMXG00000016271,2409,2409,2409,2409
ENSAMXG00000016272,1027,1027,1027,1027
ENSAMXG00000016273,847,847,847,847
ENSAMXG00000016274,5449,5449,5449,5449
ENSAMXG00000016275,964,964,964,964
ENSAMXG00000016276,853,853,853,853
ENSAMXG00000016277,919,919,919,919
ENSAMXG00000016278,621,621,621,621
ENSAMXG00000016279,1472,1472,1472,1472
ENSAMXG00000016280,4817,4817,4817,4817
ENSAMXG00000016281,1747,1747,1747,1747
ENSAMXG00000016282,1368,1368,1368,1368
ENSAMXG00000016283,3161,3161,3161,3161
ENSAMXG00000016284,3326,3326,3326,3326
ENSAMXG00000016285,651,651,651,651
ENSAMXG00000016286,489,489,489,489
ENSAMXG00000016287,2620,2620,2620,2620
ENSAMXG00000016288,894,894,894,894
ENSAMXG00000016289,2369,2369,2369,2369
ENSAMXG00000016290,8816,8816,8816,8816
ENSAMXG00000016291,2476,2476,2476,2476
ENSAMXG00000016292,474,474,474,474
ENSAMXG00000016293,1539,1539,1539,1539
ENSAMXG00000016294,4390,4390,4390,4390
ENSAMXG00000016295,1680,1680,1680,1680
ENSAMXG00000016296,1434,1434,1434,1434
ENSAMXG00000016297,1611,1611,1611,1611
ENSAMXG00000016298,2320,2320,2320,2320
ENSAMXG00000016299,3703,3703,3703,3703
ENSAMXG00000016300,1450,1450,1450,1450
ENSAMXG00000016301,1749,1749,1749,1749
ENSAMXG00000016302,2154,2154,2154,2154
ENSAMXG00000016303,3785,3785,3785,3785
ENSAMXG00000016304,3825,3825,3825,3825
ENSAMXG00000016305,138,138,138,138
ENSAMXG00000016306,1356,1356,1356,1356
ENSAMXG00000016307,4567,4567,4567,4567
ENSAMXG00000016308,936,936,936,936
ENSAMXG00000016309,5000,5000,5000,5000
ENSAMXG00000016310,847,847,847,847
ENSAMXG00000016311,332,332,332,332
ENSAMXG00000016312,1025,1025,1025,1025
ENSAMXG00000016313,4974,4974,4974,4974
ENSAMXG00000016314,6055,6055,6055,6055
ENSAMXG00000016315,4262,4262,4262,4262
ENSAMXG00000016316,2478,2478,2478,2478
ENSAMXG00000016317,3109,3109,3109,3109
ENSAMXG00000016318,2857,2857,2857,2857
ENSAMXG00000016319,855,855,855,855
ENSAMXG00000016320,4902,4902,4902,4902
ENSAMXG00000016321,4720,4720,4720,4720
ENSAMXG00000016322,3366,3366,3366,3366
ENSAMXG00000016323,5124,5124,5124,5124
ENSAMXG00000016324,2508,2508,2508,2508
ENSAMXG00000016325,5596,5596,5596,5596
ENSAMXG00000016326,2471,2471,2471,2471
ENSAMXG00000016327,5202,5202,5202,5202
ENSAMXG00000016328,2141,2141,2141,2141
ENSAMXG00000016329,8958,8958,8958,8958
ENSAMXG00000016330,1373,1373,1373,1373
ENSAMXG00000016331,1791,1791,1791,1791
ENSAMXG00000016332,1701,1701,1701,1701
ENSAMXG00000016333,1971,1971,1971,1971
ENSAMXG00000016334,1728,1728,1728,1728
ENSAMXG00000016335,1898,1898,1898,1898
ENSAMXG00000016336,1430,1430,1430,1430
ENSAMXG00000016337,2606,2606,2606,2606
ENSAMXG00000016338,777,777,777,777
ENSAMXG00000016339,844,844,844,844
ENSAMXG00000016340,6703,6703,6703,6703
ENSAMXG00000016341,579,582,582,582
ENSAMXG00000016342,1652,1652,1652,1652
ENSAMXG00000016343,8385,8385,8385,8385
ENSAMXG00000016344,4594,4594,4594,4594
ENSAMXG00000016345,2626,2626,2626,2626
ENSAMXG00000016346,141,141,141,141
ENSAMXG00000016347,767,767,767,767
ENSAMXG00000016348,2947,2947,2947,2947
ENSAMXG00000016349,4321,4321,4321,4321
ENSAMXG00000016350,3501,3501,3501,3501
ENSAMXG00000016351,946,946,946,946
ENSAMXG00000016352,1887,1887,1887,1887
ENSAMXG00000016353,2444,2334,2565,2675
ENSAMXG00000016354,2145,2145,2145,2145
ENSAMXG00000016355,8227,8227,8227,8227
ENSAMXG00000016356,2375,2375,2375,2375
ENSAMXG00000016357,937,937,937,937
ENSAMXG00000016358,1649,1649,1649,1649
ENSAMXG00000016359,2958,2958,2958,2958
ENSAMXG00000016360,2941,2941,2941,2941
ENSAMXG00000016361,324,324,324,324
ENSAMXG00000016362,1397,1397,1397,1397
ENSAMXG00000016363,4519,4519,4519,4519
ENSAMXG00000016364,6378,6378,6378,6378
ENSAMXG00000016365,2270,2270,2270,2270
ENSAMXG00000016366,677,652,716,742
ENSAMXG00000016367,3831,3831,3831,3831
ENSAMXG00000016368,5453,5453,5453,5453
ENSAMXG00000016369,5459,5459,5459,5459
ENSAMXG00000016370,726,726,726,726
ENSAMXG00000016371,7480,7480,7480,7480
ENSAMXG00000016372,4170,4170,4170,4170
ENSAMXG00000016373,4447,4447,4447,4447
ENSAMXG00000016374,791,791,791,791
ENSAMXG00000016375,435,435,435,435
ENSAMXG00000016376,4011,4011,4011,4011
ENSAMXG00000016377,5964,5964,5964,5964
ENSAMXG00000016378,1116,1116,1116,1116
ENSAMXG00000016379,1020,1020,1020,1020
ENSAMXG00000016380,1155,1155,1155,1155
ENSAMXG00000016381,1953,1953,1953,1953
ENSAMXG00000016382,3421,3421,3421,3421
ENSAMXG00000016383,2925,2925,2925,2925
ENSAMXG00000016384,2433,2433,2433,2433
ENSAMXG00000016385,4776,4776,4776,4776
ENSAMXG00000016386,3647,3647,3647,3647
ENSAMXG00000016387,419,419,419,419
ENSAMXG00000016388,2629,2629,2629,2629
ENSAMXG00000016389,910,910,910,910
ENSAMXG00000016390,1526,1526,1526,1526
ENSAMXG00000016391,2306,2306,2306,2306
ENSAMXG00000016392,1098,1098,1098,1098
ENSAMXG00000016393,3497,3497,3497,3497
ENSAMXG00000016394,3585,3585,3585,3585
ENSAMXG00000016395,872,872,872,872
ENSAMXG00000016396,4349,4349,4349,4349
ENSAMXG00000016397,1062,1062,1062,1062
ENSAMXG00000016398,4584,4584,4584,4584
ENSAMXG00000016399,5320,5320,5320,5320
ENSAMXG00000016400,2597,2597,2597,2597
ENSAMXG00000016401,2059,2059,2059,2059
ENSAMXG00000016402,3852,3852,3852,3852
ENSAMXG00000016403,3782,3782,3782,3782
ENSAMXG00000016404,3878,3878,3878,3878
ENSAMXG00000016405,2039,2039,2039,2039
ENSAMXG00000016406,3066,3066,3066,3066
ENSAMXG00000016407,3024,3024,3024,3024
ENSAMXG00000016408,369,369,369,369
ENSAMXG00000016409,237,237,237,237
ENSAMXG00000016410,3962,3962,3962,3962
ENSAMXG00000016411,2661,2661,2661,2661
ENSAMXG00000016412,1494,1494,1494,1494
ENSAMXG00000016413,1056,1056,1056,1056
ENSAMXG00000016414,1045,1045,1045,1045
ENSAMXG00000016415,1068,1068,1068,1068
ENSAMXG00000016416,5037,5037,5037,5037
ENSAMXG00000016417,5624,5624,5624,5624
ENSAMXG00000016418,1467,1467,1467,1467
ENSAMXG00000016419,960,960,960,960
