gene_id,exon_number
ENSAMXG00000010877,9
ENSAMXG00000010878,2
ENSAMXG00000010879,4
ENSAMXG00000010880,7
ENSAMXG00000010881,3
ENSAMXG00000010882,4
ENSAMXG00000010883,3
ENSAMXG00000010884,27
ENSAMXG00000010885,28
ENSAMXG00000010886,12
ENSAMXG00000010887,16
ENSAMXG00000010888,3
ENSAMXG00000010889,4
ENSAMXG00000010890,5
ENSAMXG00000010891,11
ENSAMXG00000010892,3
ENSAMXG00000010893,13
ENSAMXG00000010894,2
ENSAMXG00000010895,28
ENSAMXG00000010896,14
ENSAMXG00000010897,5
ENSAMXG00000010898,6
ENSAMXG00000010899,4
ENSAMXG00000010900,15
ENSAMXG00000010901,22
ENSAMXG00000010902,8
ENSAMXG00000010903,6
ENSAMXG00000010904,12
ENSAMXG00000010905,6
ENSAMXG00000010906,4
ENSAMXG00000010907,3
ENSAMXG00000010908,15
ENSAMXG00000010909,8
ENSAMXG00000010910,36
ENSAMXG00000010911,14
ENSAMXG00000010912,3
ENSAMXG00000010913,9
ENSAMXG00000010914,14
ENSAMXG00000010915,10
ENSAMXG00000010916,15
ENSAMXG00000010917,17
ENSAMXG00000010918,13
ENSAMXG00000010919,4
ENSAMXG00000010920,5
ENSAMXG00000010921,8
ENSAMXG00000010922,2
ENSAMXG00000010923,3
ENSAMXG00000010924,38
ENSAMXG00000010925,5
ENSAMXG00000010926,4
ENSAMXG00000010927,2
ENSAMXG00000010928,15
ENSAMXG00000010929,8
ENSAMXG00000010930,5
ENSAMXG00000010931,3
ENSAMXG00000010932,5
ENSAMXG00000010933,6
ENSAMXG00000010934,18
ENSAMXG00000010935,6
ENSAMXG00000010936,62
ENSAMXG00000010937,9
ENSAMXG00000010938,5
ENSAMXG00000010939,9
ENSAMXG00000010940,5
ENSAMXG00000010941,2
ENSAMXG00000010942,11
ENSAMXG00000010943,13
ENSAMXG00000010944,9
ENSAMXG00000010945,56
ENSAMXG00000010946,17
ENSAMXG00000010947,2
ENSAMXG00000010948,8
ENSAMXG00000010949,2
ENSAMXG00000010950,2
ENSAMXG00000010951,8
ENSAMXG00000010952,3
ENSAMXG00000010953,2
ENSAMXG00000010954,150
ENSAMXG00000010955,8
ENSAMXG00000010956,6
ENSAMXG00000010957,41
ENSAMXG00000010958,3
ENSAMXG00000010959,11
ENSAMXG00000010960,3
ENSAMXG00000010961,17
ENSAMXG00000010962,19
ENSAMXG00000010963,2
ENSAMXG00000010964,3
ENSAMXG00000010965,2
ENSAMXG00000010966,10
ENSAMXG00000010967,7
ENSAMXG00000010968,10
ENSAMXG00000010969,4
ENSAMXG00000010970,21
ENSAMXG00000010971,19
ENSAMXG00000010972,11
ENSAMXG00000010973,3
ENSAMXG00000010974,14
ENSAMXG00000010975,2
ENSAMXG00000010976,10
ENSAMXG00000010977,4
ENSAMXG00000010978,9
ENSAMXG00000010979,3
ENSAMXG00000010980,14
ENSAMXG00000010981,2
ENSAMXG00000010982,6
ENSAMXG00000010983,14
ENSAMXG00000010984,10
ENSAMXG00000010985,18
ENSAMXG00000010986,4
ENSAMXG00000010987,10
ENSAMXG00000010988,11
ENSAMXG00000010989,6
ENSAMXG00000010990,9
ENSAMXG00000010991,2
ENSAMXG00000010992,7
ENSAMXG00000010993,13
ENSAMXG00000010994,10
ENSAMXG00000010995,11
ENSAMXG00000010996,9
ENSAMXG00000010997,12
ENSAMXG00000010998,3
ENSAMXG00000010999,15
ENSAMXG00000011000,5
ENSAMXG00000011001,3
ENSAMXG00000011002,37
ENSAMXG00000011003,6
ENSAMXG00000011004,12
ENSAMXG00000011005,5
ENSAMXG00000011006,17
ENSAMXG00000011007,25
ENSAMXG00000011008,8
ENSAMXG00000011009,4
ENSAMXG00000011010,5
ENSAMXG00000011011,4
ENSAMXG00000011012,12
ENSAMXG00000011013,3
ENSAMXG00000011014,7
ENSAMXG00000011015,4
ENSAMXG00000011016,5
ENSAMXG00000011017,3
ENSAMXG00000011018,15
ENSAMXG00000011019,3
ENSAMXG00000011020,19
ENSAMXG00000011021,6
ENSAMXG00000011022,5
ENSAMXG00000011023,6
ENSAMXG00000011024,4
ENSAMXG00000011025,5
ENSAMXG00000011026,9
ENSAMXG00000011027,17
ENSAMXG00000011028,3
ENSAMXG00000011029,5
ENSAMXG00000011030,20
ENSAMXG00000011031,4
ENSAMXG00000011032,13
ENSAMXG00000011033,3
ENSAMXG00000011034,5
ENSAMXG00000011035,2
ENSAMXG00000011036,25
ENSAMXG00000011037,7
ENSAMXG00000011038,8
ENSAMXG00000011039,4
ENSAMXG00000011040,16
ENSAMXG00000011041,4
ENSAMXG00000011042,8
ENSAMXG00000011043,2
ENSAMXG00000011044,3
ENSAMXG00000011045,6
ENSAMXG00000011046,4
ENSAMXG00000011047,5
ENSAMXG00000011048,10
ENSAMXG00000011049,3
ENSAMXG00000011050,5
ENSAMXG00000011051,3
ENSAMXG00000011052,4
ENSAMXG00000011053,11
ENSAMXG00000011054,5
ENSAMXG00000011055,34
ENSAMXG00000011056,6
ENSAMXG00000011057,3
ENSAMXG00000011058,9
ENSAMXG00000011059,6
ENSAMXG00000011060,16
ENSAMXG00000011061,3
ENSAMXG00000011062,2
ENSAMXG00000011063,11
ENSAMXG00000011064,8
ENSAMXG00000011065,6
ENSAMXG00000011066,7
ENSAMXG00000011067,5
ENSAMXG00000011068,31
ENSAMXG00000011069,7
ENSAMXG00000011070,8
ENSAMXG00000011071,3
ENSAMXG00000011072,2
ENSAMXG00000011073,21
ENSAMXG00000011074,4
ENSAMXG00000011075,3
ENSAMXG00000011076,3
ENSAMXG00000011077,5
ENSAMXG00000011078,4
ENSAMXG00000011079,4
ENSAMXG00000011080,10
ENSAMXG00000011081,5
ENSAMXG00000011082,35
ENSAMXG00000011083,10
ENSAMXG00000011084,3
ENSAMXG00000011085,10
ENSAMXG00000011086,4
ENSAMXG00000011087,2
ENSAMXG00000011088,5
ENSAMXG00000011089,7
ENSAMXG00000011090,13
ENSAMXG00000011091,11
ENSAMXG00000011092,4
ENSAMXG00000011093,4
ENSAMXG00000011094,8
ENSAMXG00000011095,19
ENSAMXG00000011096,2
ENSAMXG00000011097,4
ENSAMXG00000011098,3
ENSAMXG00000011099,21
ENSAMXG00000011100,2
ENSAMXG00000011101,4
ENSAMXG00000011102,4
ENSAMXG00000011103,27
ENSAMXG00000011104,2
ENSAMXG00000011105,5
ENSAMXG00000011106,14
ENSAMXG00000011107,5
ENSAMXG00000011108,6
ENSAMXG00000011109,11
ENSAMXG00000011110,5
ENSAMXG00000011111,4
ENSAMXG00000011112,33
ENSAMXG00000011113,3
ENSAMXG00000011114,10
ENSAMXG00000011115,7
ENSAMXG00000011116,5
ENSAMXG00000011117,3
ENSAMXG00000011118,8
ENSAMXG00000011119,7
ENSAMXG00000011120,3
ENSAMXG00000011121,23
ENSAMXG00000011122,60
ENSAMXG00000011123,8
ENSAMXG00000011124,4
ENSAMXG00000011125,11
ENSAMXG00000011126,17
ENSAMXG00000011127,8
ENSAMXG00000011128,3
ENSAMXG00000011129,10
ENSAMXG00000011130,8
ENSAMXG00000011131,8
ENSAMXG00000011132,5
ENSAMXG00000011133,29
ENSAMXG00000011134,5
ENSAMXG00000011135,21
ENSAMXG00000011136,9
ENSAMXG00000011137,7
ENSAMXG00000011138,15
ENSAMXG00000011139,6
ENSAMXG00000011140,4
ENSAMXG00000011141,4
ENSAMXG00000011142,9
ENSAMXG00000011143,5
ENSAMXG00000011144,3
ENSAMXG00000011145,44
ENSAMXG00000011146,3
ENSAMXG00000011147,12
ENSAMXG00000011148,5
ENSAMXG00000011149,12
ENSAMXG00000011150,5
ENSAMXG00000011151,7
ENSAMXG00000011152,10
ENSAMXG00000011153,7
ENSAMXG00000011154,4
ENSAMXG00000011155,4
ENSAMXG00000011156,3
ENSAMXG00000011157,5
ENSAMXG00000011158,12
ENSAMXG00000011159,9
ENSAMXG00000011160,2
ENSAMXG00000011161,6
ENSAMXG00000011162,2
ENSAMXG00000011163,33
ENSAMXG00000011164,2
ENSAMXG00000011165,2
ENSAMXG00000011166,8
ENSAMXG00000011167,2
ENSAMXG00000011168,27
ENSAMXG00000011169,3
ENSAMXG00000011170,3
ENSAMXG00000011171,21
ENSAMXG00000011172,4
ENSAMXG00000011173,7
ENSAMXG00000011174,24
ENSAMXG00000011175,22
ENSAMXG00000011176,23
ENSAMXG00000011177,5
ENSAMXG00000011178,9
ENSAMXG00000011179,9
ENSAMXG00000011180,11
ENSAMXG00000011181,4
ENSAMXG00000011182,5
ENSAMXG00000011183,13
ENSAMXG00000011184,3
ENSAMXG00000011185,8
ENSAMXG00000011186,12
ENSAMXG00000011187,8
ENSAMXG00000011188,4
ENSAMXG00000011189,12
ENSAMXG00000011190,7
ENSAMXG00000011191,5
ENSAMXG00000011192,5
ENSAMXG00000011193,40
ENSAMXG00000011194,6
ENSAMXG00000011195,7
ENSAMXG00000011196,3
ENSAMXG00000011197,2
ENSAMXG00000011198,3
ENSAMXG00000011199,5
ENSAMXG00000011200,2
ENSAMXG00000011201,6
ENSAMXG00000011202,6
ENSAMXG00000011203,8
ENSAMXG00000011204,13
ENSAMXG00000011205,2
ENSAMXG00000011206,6
ENSAMXG00000011207,4
ENSAMXG00000011208,6
ENSAMXG00000011209,2
ENSAMXG00000011210,26
ENSAMXG00000011211,10
ENSAMXG00000011212,6
ENSAMXG00000011213,8
ENSAMXG00000011214,5
ENSAMXG00000011215,28
ENSAMXG00000011216,20
ENSAMXG00000011217,2
ENSAMXG00000011218,2
ENSAMXG00000011219,3
ENSAMXG00000011220,4
ENSAMXG00000011221,8
ENSAMXG00000011222,4
ENSAMXG00000011223,30
ENSAMXG00000011224,40
ENSAMXG00000011225,5
ENSAMXG00000011226,18
ENSAMXG00000011227,23
ENSAMXG00000011228,6
ENSAMXG00000011229,22
ENSAMXG00000011230,3
ENSAMXG00000011231,9
ENSAMXG00000011232,6
ENSAMXG00000011233,8
ENSAMXG00000011234,11
ENSAMXG00000011235,4
ENSAMXG00000011236,20
ENSAMXG00000011237,5
ENSAMXG00000011238,36
ENSAMXG00000011239,12
ENSAMXG00000011240,16
ENSAMXG00000011241,11
ENSAMXG00000011242,24
ENSAMXG00000011243,8
ENSAMXG00000011244,4
ENSAMXG00000011245,3
ENSAMXG00000011246,8
ENSAMXG00000011247,7
ENSAMXG00000011248,4
ENSAMXG00000011249,4
ENSAMXG00000011250,5
ENSAMXG00000011251,2
ENSAMXG00000011252,9
ENSAMXG00000011253,6
ENSAMXG00000011254,6
ENSAMXG00000011255,3
ENSAMXG00000011256,12
ENSAMXG00000011257,2
ENSAMXG00000011258,4
ENSAMXG00000011259,22
ENSAMXG00000011260,10
ENSAMXG00000011261,15
ENSAMXG00000011262,2
ENSAMXG00000011263,9
ENSAMXG00000011264,2
ENSAMXG00000011265,4
ENSAMXG00000011266,5
ENSAMXG00000011267,3
ENSAMXG00000011268,3
ENSAMXG00000011269,12
ENSAMXG00000011270,15
ENSAMXG00000011271,2
ENSAMXG00000011272,7
ENSAMXG00000011273,10
ENSAMXG00000011274,12
ENSAMXG00000011275,7
ENSAMXG00000011276,27
ENSAMXG00000011277,2
ENSAMXG00000011278,2
ENSAMXG00000011279,14
ENSAMXG00000011280,7
ENSAMXG00000011281,18
ENSAMXG00000011282,11
ENSAMXG00000011283,6
ENSAMXG00000011284,6
ENSAMXG00000011285,19
ENSAMXG00000011286,3
ENSAMXG00000011287,6
ENSAMXG00000011288,2
ENSAMXG00000011289,3
ENSAMXG00000011290,7
ENSAMXG00000011291,31
ENSAMXG00000011292,17
ENSAMXG00000011293,34
ENSAMXG00000011294,6
ENSAMXG00000011295,2
ENSAMXG00000011296,10
ENSAMXG00000011297,4
ENSAMXG00000011298,5
ENSAMXG00000011299,11
ENSAMXG00000011300,3
ENSAMXG00000011301,2
ENSAMXG00000011302,11
ENSAMXG00000011303,4
ENSAMXG00000011304,7
ENSAMXG00000011305,13
ENSAMXG00000011306,2
ENSAMXG00000011307,14
ENSAMXG00000011308,18
ENSAMXG00000011309,5
ENSAMXG00000011310,4
ENSAMXG00000011311,5
ENSAMXG00000011312,30
ENSAMXG00000011313,3
ENSAMXG00000011314,10
ENSAMXG00000011315,3
ENSAMXG00000011316,2
ENSAMXG00000011317,7
ENSAMXG00000011318,3
ENSAMXG00000011319,17
ENSAMXG00000011320,5
ENSAMXG00000011321,21
ENSAMXG00000011322,7
ENSAMXG00000011323,9
ENSAMXG00000011324,13
ENSAMXG00000011325,2
ENSAMXG00000011326,17
ENSAMXG00000011327,5
ENSAMXG00000011328,7
ENSAMXG00000011329,6
ENSAMXG00000011330,7
ENSAMXG00000011331,41
ENSAMXG00000011332,7
ENSAMXG00000011333,23
ENSAMXG00000011334,5
ENSAMXG00000011335,3
ENSAMXG00000011336,21
ENSAMXG00000011337,2
ENSAMXG00000011338,6
ENSAMXG00000011339,4
ENSAMXG00000011340,17
ENSAMXG00000011341,10
ENSAMXG00000011342,13
ENSAMXG00000011343,2
ENSAMXG00000011344,4
ENSAMXG00000011345,4
ENSAMXG00000011346,3
ENSAMXG00000011347,9
ENSAMXG00000011348,14
ENSAMXG00000011349,5
ENSAMXG00000011350,14
ENSAMXG00000011351,12
ENSAMXG00000011352,3
ENSAMXG00000011353,10
ENSAMXG00000011354,3
ENSAMXG00000011355,8
ENSAMXG00000011356,3
ENSAMXG00000011357,12
ENSAMXG00000011358,2
ENSAMXG00000011359,4
ENSAMXG00000011360,12
ENSAMXG00000011361,9
ENSAMXG00000011362,7
ENSAMXG00000011363,5
ENSAMXG00000011364,31
ENSAMXG00000011365,13
ENSAMXG00000011366,6
ENSAMXG00000011367,15
ENSAMXG00000011368,3
ENSAMXG00000011369,8
ENSAMXG00000011370,21
ENSAMXG00000011371,2
ENSAMXG00000011372,12
ENSAMXG00000011373,21
ENSAMXG00000011374,5
ENSAMXG00000011375,14
ENSAMXG00000011376,2
ENSAMXG00000011377,14
ENSAMXG00000011378,13
ENSAMXG00000011379,5
ENSAMXG00000011380,5
ENSAMXG00000011381,6
ENSAMXG00000011382,9
ENSAMXG00000011383,4
ENSAMXG00000011384,5
ENSAMXG00000011385,9
ENSAMXG00000011386,2
ENSAMXG00000011387,9
ENSAMXG00000011388,4
ENSAMXG00000011389,2
ENSAMXG00000011390,5
ENSAMXG00000011391,4
ENSAMXG00000011392,26
ENSAMXG00000011393,2
ENSAMXG00000011394,9
ENSAMXG00000011395,6
ENSAMXG00000011396,22
ENSAMXG00000011397,20
ENSAMXG00000011398,4
ENSAMXG00000011399,4
ENSAMXG00000011400,6
ENSAMXG00000011401,11
ENSAMXG00000011402,21
ENSAMXG00000011403,3
ENSAMXG00000011404,4
ENSAMXG00000011405,3
ENSAMXG00000011406,6
ENSAMXG00000011407,22
ENSAMXG00000011408,3
ENSAMXG00000011409,6
ENSAMXG00000011410,12
ENSAMXG00000011411,17
ENSAMXG00000011412,5
ENSAMXG00000011413,7
ENSAMXG00000011414,4
ENSAMXG00000011415,3
ENSAMXG00000011416,6
ENSAMXG00000011417,6
ENSAMXG00000011418,5
ENSAMXG00000011419,7
ENSAMXG00000011420,19
ENSAMXG00000011421,7
ENSAMXG00000011422,3
ENSAMXG00000011423,5
ENSAMXG00000011424,59
ENSAMXG00000011425,26
ENSAMXG00000011426,11
ENSAMXG00000011427,7
ENSAMXG00000011428,11
ENSAMXG00000011429,22
ENSAMXG00000011430,24
ENSAMXG00000011431,10
ENSAMXG00000011432,17
ENSAMXG00000011433,4
ENSAMXG00000011434,2
ENSAMXG00000011435,19
ENSAMXG00000011436,2
ENSAMXG00000011437,28
ENSAMXG00000011438,19
ENSAMXG00000011439,9
ENSAMXG00000011440,4
ENSAMXG00000011441,3
ENSAMXG00000011442,5
ENSAMXG00000011443,8
ENSAMXG00000011444,7
ENSAMXG00000011445,5
ENSAMXG00000011446,2
ENSAMXG00000011447,19
ENSAMXG00000011448,22
ENSAMXG00000011449,2
ENSAMXG00000011450,14
ENSAMXG00000011451,13
ENSAMXG00000011452,9
ENSAMXG00000011453,5
ENSAMXG00000011454,35
ENSAMXG00000011455,2
ENSAMXG00000011456,3
ENSAMXG00000011457,3
ENSAMXG00000011458,2
ENSAMXG00000011459,12
ENSAMXG00000011460,13
ENSAMXG00000011461,2
ENSAMXG00000011462,13
ENSAMXG00000011463,13
ENSAMXG00000011464,11
ENSAMXG00000011465,19
ENSAMXG00000011466,3
ENSAMXG00000011467,3
ENSAMXG00000011468,16
ENSAMXG00000011469,12
ENSAMXG00000011470,7
ENSAMXG00000011471,3
ENSAMXG00000011472,11
ENSAMXG00000011473,13
ENSAMXG00000011474,10
ENSAMXG00000011475,9
ENSAMXG00000011476,16
ENSAMXG00000011477,2
ENSAMXG00000011478,2
ENSAMXG00000011479,8
ENSAMXG00000011480,4
ENSAMXG00000011481,3
ENSAMXG00000011482,8
ENSAMXG00000011483,8
ENSAMXG00000011484,8
ENSAMXG00000011485,3
ENSAMXG00000011486,13
ENSAMXG00000011487,5
ENSAMXG00000011488,2
ENSAMXG00000011489,5
ENSAMXG00000011490,9
ENSAMXG00000011491,6
ENSAMXG00000011492,12
ENSAMXG00000011493,14
ENSAMXG00000011494,50
ENSAMXG00000011495,14
ENSAMXG00000011496,17
ENSAMXG00000011497,6
ENSAMXG00000011498,10
ENSAMXG00000011499,5
ENSAMXG00000011500,7
ENSAMXG00000011501,12
ENSAMXG00000011502,11
ENSAMXG00000011503,11
ENSAMXG00000011504,21
ENSAMXG00000011505,6
ENSAMXG00000011506,10
ENSAMXG00000011507,3
ENSAMXG00000011508,8
ENSAMXG00000011509,10
ENSAMXG00000011510,9
ENSAMXG00000011511,31
ENSAMXG00000011512,13
ENSAMXG00000011513,20
ENSAMXG00000011514,18
ENSAMXG00000011515,4
ENSAMXG00000011516,9
ENSAMXG00000011517,29
ENSAMXG00000011518,3
ENSAMXG00000011519,13
ENSAMXG00000011520,5
ENSAMXG00000011521,4
ENSAMXG00000011522,15
ENSAMXG00000011523,12
ENSAMXG00000011524,24
ENSAMXG00000011525,12
ENSAMXG00000011526,8
ENSAMXG00000011527,6
ENSAMXG00000011528,5
ENSAMXG00000011529,3
ENSAMXG00000011530,9
ENSAMXG00000011531,11
ENSAMXG00000011532,23
ENSAMXG00000011533,6
ENSAMXG00000011534,7
ENSAMXG00000011535,11
ENSAMXG00000011536,21
ENSAMXG00000011537,7
ENSAMXG00000011538,10
ENSAMXG00000011539,5
ENSAMXG00000011540,17
ENSAMXG00000011541,5
ENSAMXG00000011542,6
ENSAMXG00000011543,4
ENSAMXG00000011544,15
ENSAMXG00000011545,12
ENSAMXG00000011546,16
ENSAMXG00000011547,9
ENSAMXG00000011548,38
ENSAMXG00000011549,6
ENSAMXG00000011550,6
ENSAMXG00000011551,9
ENSAMXG00000011552,10
ENSAMXG00000011553,25
ENSAMXG00000011554,4
ENSAMXG00000011555,14
ENSAMXG00000011556,20
ENSAMXG00000011557,4
ENSAMXG00000011558,11
ENSAMXG00000011559,8
ENSAMXG00000011560,4
ENSAMXG00000011561,13
ENSAMXG00000011562,9
ENSAMXG00000011563,25
ENSAMXG00000011564,8
ENSAMXG00000011565,8
ENSAMXG00000011566,10
ENSAMXG00000011567,6
ENSAMXG00000011568,3
ENSAMXG00000011569,12
ENSAMXG00000011570,27
ENSAMXG00000011571,3
ENSAMXG00000011572,38
ENSAMXG00000011573,9
ENSAMXG00000011574,4
ENSAMXG00000011575,2
ENSAMXG00000011576,8
ENSAMXG00000011577,6
ENSAMXG00000011578,5
ENSAMXG00000011579,3
ENSAMXG00000011580,6
ENSAMXG00000011581,5
ENSAMXG00000011582,4
ENSAMXG00000011583,10
ENSAMXG00000011584,4
ENSAMXG00000011585,18
ENSAMXG00000011586,17
ENSAMXG00000011587,2
ENSAMXG00000011588,5
ENSAMXG00000011589,15
ENSAMXG00000011590,67
ENSAMXG00000011591,22
ENSAMXG00000011592,14
ENSAMXG00000011593,17
ENSAMXG00000011594,8
ENSAMXG00000011595,27
ENSAMXG00000011596,27
ENSAMXG00000011597,7
ENSAMXG00000011598,57
ENSAMXG00000011599,7
ENSAMXG00000011600,9
ENSAMXG00000011601,5
ENSAMXG00000011602,5
ENSAMXG00000011603,44
ENSAMXG00000011604,7
ENSAMXG00000011605,27
ENSAMXG00000011606,7
ENSAMXG00000011607,3
ENSAMXG00000011608,4
ENSAMXG00000011609,20
ENSAMXG00000011610,3
ENSAMXG00000011611,4
ENSAMXG00000011612,6
ENSAMXG00000011613,10
ENSAMXG00000011614,29
ENSAMXG00000011615,18
ENSAMXG00000011616,19
ENSAMXG00000011617,9
ENSAMXG00000011618,2
ENSAMXG00000011619,11
ENSAMXG00000011620,3
ENSAMXG00000011621,3
ENSAMXG00000011622,7
ENSAMXG00000011623,13
ENSAMXG00000011624,20
ENSAMXG00000011625,7
ENSAMXG00000011626,17
ENSAMXG00000011627,12
ENSAMXG00000011628,14
ENSAMXG00000011629,11
ENSAMXG00000011630,13
ENSAMXG00000011631,6
ENSAMXG00000011632,7
ENSAMXG00000011633,33
ENSAMXG00000011634,6
ENSAMXG00000011635,2
ENSAMXG00000011636,2
ENSAMXG00000011637,6
ENSAMXG00000011638,18
ENSAMXG00000011639,12
ENSAMXG00000011640,8
ENSAMXG00000011641,61
ENSAMXG00000011642,3
ENSAMXG00000011643,6
ENSAMXG00000011644,21
ENSAMXG00000011645,6
ENSAMXG00000011646,9
ENSAMXG00000011647,9
ENSAMXG00000011648,5
ENSAMXG00000011649,32
ENSAMXG00000011650,2
ENSAMXG00000011651,2
ENSAMXG00000011652,7
ENSAMXG00000011653,14
ENSAMXG00000011654,17
ENSAMXG00000011655,3
ENSAMXG00000011656,13
ENSAMXG00000011657,4
ENSAMXG00000011658,34
ENSAMXG00000011659,6
ENSAMXG00000011660,10
ENSAMXG00000011661,31
ENSAMXG00000011662,6
ENSAMXG00000011663,3
ENSAMXG00000011664,14
ENSAMXG00000011665,3
ENSAMXG00000011666,17
ENSAMXG00000011667,17
ENSAMXG00000011668,12
ENSAMXG00000011669,22
ENSAMXG00000011670,3
ENSAMXG00000011671,33
ENSAMXG00000011672,6
ENSAMXG00000011673,13
ENSAMXG00000011674,7
ENSAMXG00000011675,4
ENSAMXG00000011676,22
ENSAMXG00000011677,9
ENSAMXG00000011678,9
ENSAMXG00000011679,18
ENSAMXG00000011680,13
ENSAMXG00000011681,12
ENSAMXG00000011682,3
ENSAMXG00000011683,18
ENSAMXG00000011684,4
ENSAMXG00000011685,3
ENSAMXG00000011686,13
ENSAMXG00000011687,6
ENSAMXG00000011688,30
ENSAMXG00000011689,7
ENSAMXG00000011690,5
ENSAMXG00000011691,15
ENSAMXG00000011692,3
ENSAMXG00000011693,9
ENSAMXG00000011694,11
ENSAMXG00000011695,7
ENSAMXG00000011696,15
ENSAMXG00000011697,3
ENSAMXG00000011698,10
ENSAMXG00000011699,9
ENSAMXG00000011700,9
ENSAMXG00000011701,3
ENSAMXG00000011702,5
ENSAMXG00000011703,12
ENSAMXG00000011704,11
ENSAMXG00000011705,9
ENSAMXG00000011706,17
ENSAMXG00000011707,6
ENSAMXG00000011708,59
ENSAMXG00000011709,16
ENSAMXG00000011710,18
ENSAMXG00000011711,11
ENSAMXG00000011712,6
ENSAMXG00000011713,6
ENSAMXG00000011714,4
ENSAMXG00000011715,12
ENSAMXG00000011716,14
ENSAMXG00000011717,4
ENSAMXG00000011718,15
ENSAMXG00000011719,5
ENSAMXG00000011720,24
ENSAMXG00000011721,7
ENSAMXG00000011722,21
ENSAMXG00000011723,4
ENSAMXG00000011724,11
ENSAMXG00000011725,11
ENSAMXG00000011726,14
ENSAMXG00000011727,13
ENSAMXG00000011728,20
ENSAMXG00000011729,22
ENSAMXG00000011730,4
ENSAMXG00000011731,39
ENSAMXG00000011732,19
ENSAMXG00000011733,20
ENSAMXG00000011734,5
ENSAMXG00000011735,16
ENSAMXG00000011736,15
ENSAMXG00000011737,11
ENSAMXG00000011738,3
ENSAMXG00000011739,6
ENSAMXG00000011740,23
ENSAMXG00000011741,6
ENSAMXG00000011742,10
ENSAMXG00000011743,27
ENSAMXG00000011744,10
ENSAMXG00000011745,7
ENSAMXG00000011746,4
ENSAMXG00000011747,4
ENSAMXG00000011748,4
ENSAMXG00000011749,8
ENSAMXG00000011750,4
ENSAMXG00000011751,7
ENSAMXG00000011752,13
ENSAMXG00000011753,9
ENSAMXG00000011754,7
ENSAMXG00000011755,2
ENSAMXG00000011756,5
ENSAMXG00000011757,10
ENSAMXG00000011758,17
ENSAMXG00000011759,23
ENSAMXG00000011760,8
ENSAMXG00000011761,6
ENSAMXG00000011762,8
ENSAMXG00000011763,15
ENSAMXG00000011764,12
ENSAMXG00000011765,26
ENSAMXG00000011766,21
ENSAMXG00000011767,31
ENSAMXG00000011768,5
ENSAMXG00000011769,2
ENSAMXG00000011770,48
ENSAMXG00000011771,8
ENSAMXG00000011772,9
ENSAMXG00000011773,13
ENSAMXG00000011774,3
ENSAMXG00000011775,7
ENSAMXG00000011776,21
ENSAMXG00000011777,10
ENSAMXG00000011778,9
ENSAMXG00000011779,7
ENSAMXG00000011780,4
ENSAMXG00000011781,4
ENSAMXG00000011782,40
ENSAMXG00000011783,26
ENSAMXG00000011784,7
ENSAMXG00000011785,10
ENSAMXG00000011786,7
ENSAMXG00000011787,10
ENSAMXG00000011788,4
ENSAMXG00000011789,4
ENSAMXG00000011790,5
ENSAMXG00000011791,9
ENSAMXG00000011792,7
ENSAMXG00000011793,2
ENSAMXG00000011794,20
ENSAMXG00000011795,41
ENSAMXG00000011796,42
ENSAMXG00000011797,11
ENSAMXG00000011798,7
ENSAMXG00000011799,9
ENSAMXG00000011800,23
ENSAMXG00000011801,30
ENSAMXG00000011802,11
ENSAMXG00000011803,21
ENSAMXG00000011804,8
ENSAMXG00000011805,8
ENSAMXG00000011806,14
ENSAMXG00000011807,21
ENSAMXG00000011808,8
ENSAMXG00000011809,5
ENSAMXG00000011810,3
ENSAMXG00000011811,6
ENSAMXG00000011812,8
ENSAMXG00000011813,10
ENSAMXG00000011814,9
ENSAMXG00000011815,6
ENSAMXG00000011816,6
ENSAMXG00000011817,4
ENSAMXG00000011818,6
ENSAMXG00000011819,3
ENSAMXG00000011820,6
ENSAMXG00000011821,4
ENSAMXG00000011822,5
ENSAMXG00000011823,6
ENSAMXG00000011824,2
ENSAMXG00000011825,3
ENSAMXG00000011826,19
ENSAMXG00000011827,8
ENSAMXG00000011828,7
ENSAMXG00000011829,12
ENSAMXG00000011830,3
ENSAMXG00000011831,2
ENSAMXG00000011832,4
ENSAMXG00000011833,6
ENSAMXG00000011834,3
ENSAMXG00000011835,8
ENSAMXG00000011836,18
ENSAMXG00000011837,12
ENSAMXG00000011838,6
ENSAMXG00000011839,3
ENSAMXG00000011840,6
ENSAMXG00000011841,14
ENSAMXG00000011842,9
ENSAMXG00000011843,8
ENSAMXG00000011844,3
ENSAMXG00000011845,7
ENSAMXG00000011846,14
ENSAMXG00000011847,13
ENSAMXG00000011848,9
ENSAMXG00000011849,3
ENSAMXG00000011850,6
ENSAMXG00000011851,7
ENSAMXG00000011852,18
ENSAMXG00000011853,9
ENSAMXG00000011854,14
ENSAMXG00000011855,15
ENSAMXG00000011856,22
ENSAMXG00000011857,7
ENSAMXG00000011858,11
ENSAMXG00000011859,3
ENSAMXG00000011860,6
ENSAMXG00000011861,15
ENSAMXG00000011862,12
ENSAMXG00000011863,11
ENSAMXG00000011864,38
ENSAMXG00000011865,7
ENSAMXG00000011866,2
ENSAMXG00000011867,16
ENSAMXG00000011868,5
ENSAMXG00000011869,8
ENSAMXG00000011870,4
ENSAMXG00000011871,3
ENSAMXG00000011872,4
ENSAMXG00000011873,10
ENSAMXG00000011874,5
ENSAMXG00000011875,10
